"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type"
"ENSG00000239255.1",24,1,1," ENSG00000239255"," processed_pseudogene"
"ENSG00000181260.8",982,1,1," MTHFD2P7"," processed_pseudogene"
"ENSG00000136518.17",25521,3,17," ACTL6A"," protein_coding"
"ENSG00000272910.1",500,1,1," ENSG00000272910"," lncRNA"
"ENSG00000272660.1",139,1,1," ENSG00000272660"," lncRNA"
"ENSG00000136522.14",16364,3,12," MRPL47"," protein_coding"
"ENSG00000136521.13",22957,4,13," NDUFB5"," protein_coding"
"ENSG00000288698.1",179372,1,23," ENSG00000288698"," protein_coding"
"ENSG00000239096.1",103,1,1," ENSG00000239096"," snoRNA"
"ENSG00000243977.1",706,1,1," H3P13"," processed_pseudogene"
"ENSG00000058056.10",151334,4,10," USP13"," protein_coding"
"ENSG00000114757.19",242095,9,31," PEX5L"," protein_coding"
"ENSG00000243799.1",6233,1,2," PEX5L-AS1"," lncRNA"
"ENSG00000244302.2",23696,1,3," PEX5L-AS2"," lncRNA"
"ENSG00000287645.1",45589,1,3," ENSG00000287645"," lncRNA"
"ENSG00000201822.1",91,1,1," RNA5SP149"," rRNA_pseudogene"
"ENSG00000282327.1",53,1,1," ENSG00000282327"," processed_pseudogene"
"ENSG00000213158.6",917,1,1," GAPDHP36"," processed_pseudogene"
"ENSG00000239880.1",1952,1,1," RALBP1P1"," processed_pseudogene"
"ENSG00000241696.2",63770,2,5," LINC02053"," lncRNA"
"ENSG00000201810.1",135,1,1," U8"," snoRNA"
"ENSG00000239774.1",35217,1,3," TTC14-DT"," lncRNA"
"ENSG00000199986.1",106,1,1," RNU6-486P"," snRNA"
"ENSG00000241946.1",160,1,1," ENSG00000241946"," processed_pseudogene"
"ENSG00000163728.11",15665,3,17," TTC14"," protein_coding"
"ENSG00000284862.3",82084,2,22," CCDC39"," protein_coding"
"ENSG00000145075.13",256925,2,13," ENSG00000145075"," lncRNA"
"ENSG00000243187.1",20365,1,2," CCDC39-AS1"," lncRNA"
"ENSG00000285336.1",163416,2,11," ENSG00000285336"," lncRNA"
"ENSG00000242811.3",298,1,1," RN7SL229P"," misc_RNA"
"ENSG00000242068.1",1164,1,1," ENSG00000242068"," processed_pseudogene"
"ENSG00000241473.1",1068,1,1," ENSG00000241473"," processed_pseudogene"
"ENSG00000239516.1",1873,1,1," FLYWCH1P1"," processed_pseudogene"
"ENSG00000114416.19",114612,9,33," FXR1"," protein_coding"
"ENSG00000213157.3",398,1,1," RPL32P10"," processed_pseudogene"
"ENSG00000205981.9",6077,6,17," DNAJC19"," protein_coding"
"ENSG00000242808.12",847118,27,80," SOX2-OT"," lncRNA"
"ENSG00000242140.1",230,1,1," ENSG00000242140"," processed_pseudogene"
"ENSG00000206932.1",106,1,1," RNU6-4P"," snRNA"
"ENSG00000237806.1",556,1,2," FAUP2"," processed_pseudogene"
"ENSG00000241231.2",69865,5,19," ENSG00000241231"," lncRNA"
"ENSG00000235294.1",804,1,1," RPL7AP25"," processed_pseudogene"
"ENSG00000239381.7",166434,1,7," ENSG00000239381"," lncRNA"
"ENSG00000276074.1",231,1,1," ENSG00000276074"," misc_RNA"
"ENSG00000276690.1",275,1,1," ENSG00000276690"," misc_RNA"
"ENSG00000289435.1",7067,1,3," ENSG00000289435"," lncRNA"
"ENSG00000181449.4",2511,1,1," SOX2"," protein_coding"
"ENSG00000278026.1",108,1,1," ENSG00000278026"," misc_RNA"
"ENSG00000266317.2",301,1,1," RN7SL703P"," misc_RNA"
"ENSG00000199839.1",118,1,1," RNA5SP150"," rRNA"
"ENSG00000239805.1",359,1,1," ENSG00000239805"," processed_pseudogene"
"ENSG00000213155.4",803,1,2," ENSG00000213155"," processed_pseudogene"
"ENSG00000242512.9",83301,10,40," LINC01206"," lncRNA"
"ENSG00000252257.1",222,1,1," RN7SKP265"," misc_RNA"
"ENSG00000286453.1",3212,1,3," ENSG00000286453"," lncRNA"
"ENSG00000240478.1",20253,1,2," ENSG00000240478"," lncRNA"
"ENSG00000287605.1",8883,1,2," ENSG00000287605"," lncRNA"
"ENSG00000242012.1",3109,1,2," ENSG00000242012"," lncRNA"
"ENSG00000241098.1",39394,1,4," LINC01994"," lncRNA"
"ENSG00000244199.1",655,1,1," EIF4EP3"," processed_pseudogene"
"ENSG00000244247.2",38585,1,6," LINC01995"," lncRNA"
"ENSG00000287941.1",29717,1,3," ENSG00000287941"," lncRNA"
"ENSG00000228766.3",740,1,1," RPL7L1P8"," processed_pseudogene"
"ENSG00000238837.3",11666,1,5," LINC02031"," lncRNA"
"ENSG00000243378.1",357,1,1," ENSG00000243378"," processed_pseudogene"
"ENSG00000260377.1",1179,1,1," ENSG00000260377"," lncRNA"
"ENSG00000240063.1",10158,1,2," ATP11B-DT"," lncRNA"
"ENSG00000058063.16",128126,2,32," ATP11B"," protein_coding"
"ENSG00000270554.1",1098,1,1," ENSG00000270554"," processed_pseudogene"
"ENSG00000273261.1",698,1,1," ENSG00000273261"," lncRNA"
"ENSG00000043093.15",47879,4,13," DCUN1D1"," protein_coding"
"ENSG00000244346.1",5524,1,4," ENSG00000244346"," processed_pseudogene"
"ENSG00000078070.14",100857,3,22," MCCC1"," protein_coding"
"ENSG00000243368.2",1553,1,2," MCCC1-AS1"," lncRNA"
"ENSG00000078081.8",41624,2,8," LAMP3"," protein_coding"
"ENSG00000053524.13",250737,4,36," MCF2L2"," protein_coding"
"ENSG00000176597.12",45251,3,6," B3GNT5"," protein_coding"
"ENSG00000202502.1",116,1,1," RNA5SP151"," rRNA_pseudogene"
"ENSG00000289859.1",7441,1,2," ENSG00000289859"," lncRNA"
"ENSG00000240024.7",8435,3,10," LINC00888"," transcribed_unprocessed_pseudogene"
"ENSG00000201229.1",131,1,1," SNORA63D"," snoRNA"
"ENSG00000253092.1",197,1,1," ENSG00000253092"," snoRNA"
"ENSG00000199363.1",130,1,1," SNORA63E"," snoRNA"
"ENSG00000251730.1",134,1,1," ENSG00000251730"," snoRNA"
"ENSG00000271682.1",350,1,1," ENSG00000271682"," processed_pseudogene"
"ENSG00000172578.12",68155,1,7," KLHL6"," protein_coding"
"ENSG00000242522.1",3591,1,2," KLHL6-AS1"," lncRNA"
"ENSG00000243584.1",3122,1,3," ENSG00000243584"," processed_pseudogene"
"ENSG00000114796.16",48909,3,12," KLHL24"," protein_coding"
"ENSG00000163872.16",114827,1,31," YEATS2"," protein_coding"
"ENSG00000233885.7",4326,1,2," YEATS2-AS1"," lncRNA"
"ENSG00000283765.1",69321,1,11," ENSG00000283765"," protein_coding"
"ENSG00000180834.8",9672,2,4," MAP6D1"," protein_coding"
"ENSG00000175193.14",55662,4,8," PARL"," protein_coding"
"ENSG00000234371.6",3525,2,3," RPSAP31"," transcribed_processed_pseudogene"
"ENSG00000263932.1",85,1,1," MIR4448"," miRNA"
"ENSG00000233441.6",15036,1,9," CYP2AB1P"," transcribed_unitary_pseudogene"
"ENSG00000114770.17",98005,5,38," ABCC5"," protein_coding"
"ENSG00000223882.1",5081,1,3," ABCC5-AS1"," lncRNA"
"ENSG00000223529.1",1387,1,1," EEF1A1P8"," processed_pseudogene"
"ENSG00000186090.11",7825,4,20," HTR3D"," protein_coding"
"ENSG00000178084.2",7626,1,9," HTR3C"," protein_coding"
"ENSG00000233576.1",7440,1,9," HTR3C2P"," unprocessed_pseudogene"
"ENSG00000207351.1",112,1,1," Y_RNA"," misc_RNA"
"ENSG00000238020.1",10060,1,3," HTR3E-AS1"," lncRNA"
"ENSG00000186038.9",9931,4,14," HTR3E"," protein_coding"
"ENSG00000205955.4",2546,1,2," HSP90AA5P"," transcribed_processed_pseudogene"
"ENSG00000273181.1",619,1,1," ENSG00000273181"," lncRNA"
"ENSG00000272721.5",1219,1,3," EIF2B5-DT"," lncRNA"
"ENSG00000145191.15",11089,3,21," EIF2B5"," protein_coding"
"ENSG00000228205.1",731,1,1," ENSG00000228205"," processed_pseudogene"
"ENSG00000161202.20",18237,2,18," DVL3"," protein_coding"
"ENSG00000161203.14",9525,11,30," AP2M1"," protein_coding"
"ENSG00000161204.12",7917,2,23," ABCF3"," protein_coding"
"ENSG00000145198.15",12744,3,24," VWA5B2"," protein_coding"
"ENSG00000221120.1",84,1,1," MIR1224"," miRNA"
"ENSG00000214160.10",7247,3,13," ALG3"," protein_coding"
"ENSG00000284753.2",9087,1,3," EEF1AKMT4"," protein_coding"
"ENSG00000284917.1",43336,1,18," EEF1AKMT4-ECE2"," protein_coding"
"ENSG00000163888.4",2340,1,2," CAMK2N2"," protein_coding"
"ENSG00000145194.19",17020,3,6," ECE2"," protein_coding"
"ENSG00000175166.17",9852,3,25," PSMD2"," protein_coding"
"ENSG00000114867.22",20863,11,52," EIF4G1"," protein_coding"
"ENSG00000212158.1",75,1,1," SNORD66"," snoRNA"
"ENSG00000175182.15",12495,7,20," FAM131A"," protein_coding"
"ENSG00000114859.16",15465,4,30," CLCN2"," protein_coding"
"ENSG00000163882.10",6886,6,15," POLR2H"," protein_coding"
"ENSG00000090534.20",10033,6,17," THPO"," protein_coding"
"ENSG00000289500.2",858,1,1," ENSG00000289500"," lncRNA"
"ENSG00000090539.16",10682,3,26," CHRD"," protein_coding"
"ENSG00000224153.3",58101,1,6," LINC02054"," lncRNA"
"ENSG00000283625.1",886,1,1," ENSG00000283625"," unprocessed_pseudogene"
"ENSG00000227509.1",3286,1,2," LINC01839"," lncRNA"
"ENSG00000230215.1",10204,1,2," LINC01840"," lncRNA"
"ENSG00000182580.3",20623,1,16," EPHB3"," protein_coding"
"ENSG00000177383.5",1700,1,1," MAGEF1"," protein_coding"
"ENSG00000272970.5",27920,2,10," ENSG00000272970"," lncRNA"
"ENSG00000229433.2",48165,2,6," LINC02069"," lncRNA"
"ENSG00000273403.1",525,1,1," ENSG00000273403"," lncRNA"
"ENSG00000272922.1",466,1,1," ENSG00000272922"," lncRNA"
"ENSG00000288576.1",1997,1,2," ENSG00000288576"," lncRNA"
"ENSG00000156931.16",240471,6,57," VPS8"," protein_coding"
"ENSG00000187068.3",76222,1,2," C3orf70"," protein_coding"
"ENSG00000223358.5",29084,1,7," EHHADH-AS1"," lncRNA"
"ENSG00000113790.11",91366,3,11," EHHADH"," protein_coding"
"ENSG00000229704.1",981,1,1," EIF2S2P2"," processed_pseudogene"
"ENSG00000264614.1",62,1,1," MIR5588"," miRNA"
"ENSG00000073803.14",206153,7,29," MAP3K13"," protein_coding"
"ENSG00000229638.1",1283,1,1," RPL4P4"," processed_pseudogene"
"ENSG00000163900.11",22561,2,7," TMEM41A"," protein_coding"
"ENSG00000286086.1",1969,1,2," ENSG00000286086"," lncRNA"
"ENSG00000163898.10",46326,2,12," LIPH"," protein_coding"
"ENSG00000163904.13",51055,1,17," SENP2"," protein_coding"
"ENSG00000236489.1",298,1,1," ENSG00000236489"," processed_pseudogene"
"ENSG00000073792.16",181912,4,22," IGF2BP2"," protein_coding"
"ENSG00000163915.7",17259,2,10," IGF2BP2-AS1"," lncRNA"
"ENSG00000265470.1",57,1,1," MIR548AQ"," miRNA"
"ENSG00000136527.19",23545,2,11," TRA2B"," protein_coding"
"ENSG00000171658.8",20929,2,7," NMRAL2P"," transcribed_unprocessed_pseudogene"
"ENSG00000244405.8",64004,2,15," ETV5"," protein_coding"
"ENSG00000277118.1",285,1,1," Metazoa_SRP"," misc_RNA"
"ENSG00000234197.1",1777,1,2," ETV5-AS1"," lncRNA"
"ENSG00000058866.15",256566,3,29," DGKG"," protein_coding"
"ENSG00000234548.7",18060,5,16," LINC02020"," lncRNA"
"ENSG00000224406.6",38692,5,25," LINC02052"," lncRNA"
"ENSG00000226859.1",1643,1,2," LINC02051"," lncRNA"
"ENSG00000213139.8",8261,2,6," CRYGS"," protein_coding"
"ENSG00000113838.13",24476,3,12," TBCCD1"," protein_coding"
"ENSG00000090520.12",18397,2,13," DNAJB11"," protein_coding"
"ENSG00000197099.8",193510,12,41," HRG-AS1"," lncRNA"
"ENSG00000283149.1",15108,1,2," ENSG00000283149"," protein_coding"
"ENSG00000283390.1",224,1,1," ENSG00000283390"," processed_pseudogene"
"ENSG00000145192.13",8258,2,10," AHSG"," protein_coding"
"ENSG00000275696.1",275,1,1," Metazoa_SRP"," misc_RNA"
"ENSG00000090512.12",17172,4,12," FETUB"," protein_coding"
"ENSG00000113905.5",18018,1,7," HRG"," protein_coding"
"ENSG00000225175.1",5177,1,4," ENSG00000225175"," unprocessed_pseudogene"
"ENSG00000226724.1",10054,1,6," ENSG00000226724"," unprocessed_pseudogene"
"ENSG00000113889.14",27062,2,14," KNG1"," protein_coding"
"ENSG00000226652.3",1357,3,5," PSMD10P2"," transcribed_processed_pseudogene"
"ENSG00000207505.1",106,1,1," RNU6-1105P"," snRNA"
"ENSG00000230951.1",887,1,1," GPS2P2"," processed_pseudogene"
"ENSG00000263826.1",2399,1,1," ENSG00000263826"," lncRNA"
"ENSG00000156976.17",6692,1,12," EIF4A2"," protein_coding"
"ENSG00000238942.1",68,1,1," SNORD2"," snoRNA"
"ENSG00000200418.1",122,1,1," SNORA63B"," snoRNA"
"ENSG00000283958.1",105,1,1," MIR1248"," miRNA"
"ENSG00000221420.2",177,1,1," SNORA81"," snoRNA"
"ENSG00000200320.1",131,1,1," SNORA63"," snoRNA"
"ENSG00000263776.1",137,1,1," SNORA4"," snoRNA"
"ENSG00000163918.12",17178,2,12," RFC4"," protein_coding"
"ENSG00000231724.1",10429,1,2," ENSG00000231724"," lncRNA"
"ENSG00000232233.1",14641,1,4," LINC02043"," lncRNA"
"ENSG00000231982.1",788,1,3," ENSG00000231982"," unprocessed_pseudogene"
"ENSG00000289971.1",908,1,1," ENSG00000289971"," lncRNA"
"ENSG00000181092.10",15759,2,5," ADIPOQ"," protein_coding"
"ENSG00000226482.1",4237,1,3," ADIPOQ-AS1"," lncRNA"
"ENSG00000223803.1",359,1,1," RPS20P14"," processed_pseudogene"
"ENSG00000233565.1",467,1,1," ENSG00000233565"," processed_pseudogene"
"ENSG00000073849.16",148228,3,13," ST6GAL1"," protein_coding"
"ENSG00000163923.10",59960,3,6," RPL39L"," protein_coding"
"ENSG00000198491.3",10539,1,5," ENSG00000198491"," lncRNA"
"ENSG00000175077.6",3976,1,2," RTP1"," protein_coding"
"ENSG00000127241.18",74698,5,24," MASP1"," protein_coding"
"ENSG00000283175.1",6661,1,2," ENSG00000283175"," lncRNA"
"ENSG00000136514.3",3691,1,2," RTP4"," protein_coding"
"ENSG00000280270.1",1748,1,1," ENSG00000280270"," TEC"
"ENSG00000239093.1",104,1,1," ENSG00000239093"," snoRNA"
"ENSG00000228952.1",605,1,2," LINC02041"," lncRNA"
"ENSG00000157005.4",1482,1,2," SST"," protein_coding"
"ENSG00000198471.1",4298,1,2," RTP2"," protein_coding"
"ENSG00000228804.5",31536,1,3," ENSG00000228804"," lncRNA"
"ENSG00000113916.18",24348,4,16," BCL6"," protein_coding"
"ENSG00000285938.1",2342,1,2," ENSG00000285938"," protein_coding"
"ENSG00000290021.1",354,1,1," ENSG00000290021"," lncRNA"
"ENSG00000289331.2",251,1,1," ENSG00000289331"," lncRNA"
"ENSG00000224049.1",9071,1,3," ENSG00000224049"," lncRNA"
"ENSG00000236864.1",13457,1,2," ENSG00000236864"," lncRNA"
"ENSG00000224187.1",17632,1,2," LINC01991"," lncRNA"
"ENSG00000225058.1",6568,1,2," ENSG00000225058"," lncRNA"
"ENSG00000236412.1",1706,1,2," ENSG00000236412"," lncRNA"
"ENSG00000234238.2",40238,1,4," ENSG00000234238"," lncRNA"
"ENSG00000270959.2",2863,1,1," LPP-AS2"," lncRNA"
"ENSG00000145012.14",737387,3,15," LPP"," protein_coding"
"ENSG00000279891.1",2269,1,1," FLJ42393"," TEC"
"ENSG00000288794.1",1535,1,1," ENSG00000288794"," lncRNA"
"ENSG00000224563.1",6428,1,2," LPP-AS1"," lncRNA"
"ENSG00000207651.1",85,1,1," MIR28"," miRNA"
"ENSG00000234076.2",6483,1,2," TPRG1-AS1"," lncRNA"
"ENSG00000188001.10",378090,2,13," TPRG1"," protein_coding"
"ENSG00000236182.1",753,1,1," ENSG00000236182"," processed_pseudogene"
"ENSG00000230115.1",1908,1,3," TPRG1-AS2"," lncRNA"
"ENSG00000073282.14",265887,10,24," TP63"," protein_coding"
"ENSG00000227971.1",139,1,1," ENSG00000227971"," processed_pseudogene"
"ENSG00000216058.1",87,1,1," MIR944"," miRNA"
"ENSG00000090530.10",165709,2,17," P3H2"," protein_coding"
"ENSG00000230077.1",831,1,1," MTAPP2"," processed_pseudogene"
"ENSG00000225764.3",29218,2,8," P3H2-AS1"," lncRNA"
"ENSG00000212489.1",106,1,1," RNU6-1109P"," snRNA"
"ENSG00000238077.1",887,1,1," NMNAT1P3"," processed_pseudogene"
"ENSG00000163347.6",16739,1,4," CLDN1"," protein_coding"
"ENSG00000113946.4",89597,2,7," CLDN16"," protein_coding"
"ENSG00000198398.3",21246,1,5," TMEM207"," protein_coding"
"ENSG00000196083.10",145699,9,25," IL1RAP"," protein_coding"
"ENSG00000231047.1",574,1,1," GCNT1P3"," processed_pseudogene"
"ENSG00000223117.1",340,1,1," RN7SKP296"," misc_RNA"
"ENSG00000273370.1",534,1,1," ENSG00000273370"," lncRNA"
"ENSG00000228730.2",18893,1,3," LINC02013"," lncRNA"
"ENSG00000232610.1",1588,1,1," CCT6P4"," processed_pseudogene"
"ENSG00000214147.2",1208,1,1," ENSG00000214147"," processed_pseudogene"
"ENSG00000205835.9",39692,1,5," GMNC"," protein_coding"
"ENSG00000188729.7",66374,1,5," OSTN"," protein_coding"
"ENSG00000233308.2",21314,2,8," OSTN-AS1"," lncRNA"
"ENSG00000188958.10",63358,2,11," UTS2B"," protein_coding"
"ENSG00000152492.15",69574,2,14," CCDC50"," protein_coding"
"ENSG00000223812.8",165604,6,25," PYDC2-AS1"," lncRNA"
"ENSG00000253548.1",293,1,1," PYDC2"," protein_coding"
"ENSG00000201860.1",102,1,1," Y_RNA"," misc_RNA"
"ENSG00000237653.2",477,1,1," ENSG00000237653"," processed_pseudogene"
"ENSG00000232353.5",6677,1,3," ENSG00000232353"," lncRNA"
"ENSG00000287178.1",40914,1,4," ENSG00000287178"," lncRNA"
"ENSG00000222583.1",314,1,1," RN7SKP222"," misc_RNA"
"ENSG00000114279.15",628374,8,20," FGF12"," protein_coding"
"ENSG00000231383.2",45060,2,8," FGF12-AS1"," lncRNA"
"ENSG00000230126.1",1551,1,2," FGF12-AS2"," lncRNA"
"ENSG00000226709.1",4567,1,2," FGF12-AS3"," lncRNA"
"ENSG00000238902.1",103,1,1," ENSG00000238902"," snoRNA"
"ENSG00000289165.2",4677,1,3," ENSG00000289165"," lncRNA"
"ENSG00000200184.1",161,1,1," RNU1-20P"," snRNA"
"ENSG00000180611.7",121041,1,2," MB21D2"," protein_coding"
"ENSG00000232130.1",32400,1,3," ENSG00000232130"," lncRNA"
"ENSG00000236229.1",1752,1,2," VEZF1P1"," processed_pseudogene"
"ENSG00000127252.7",36610,2,6," PLAAT1"," protein_coding"
"ENSG00000187527.12",104031,1,30," ATP13A5"," protein_coding"
"ENSG00000236508.1",7118,1,2," ATP13A5-AS1"," lncRNA"
"ENSG00000127249.15",194144,4,38," ATP13A4"," protein_coding"
"ENSG00000225473.1",1875,2,5," ATP13A4-AS1"," lncRNA"
"ENSG00000236297.1",14278,2,4," EEF1A1P23"," transcribed_processed_pseudogene"
"ENSG00000198836.11",104667,9,46," OPA1"," protein_coding"
"ENSG00000224855.5",8728,1,3," OPA1-AS1"," lncRNA"
"ENSG00000207370.1",112,1,1," Y_RNA"," misc_RNA"
"ENSG00000243991.3",244,1,1," RN7SL447P"," misc_RNA"
"ENSG00000223986.1",322,1,1," ENSG00000223986"," processed_pseudogene"
"ENSG00000286624.1",1881,1,2," ENSG00000286624"," lncRNA"
"ENSG00000287206.1",10884,1,4," ENSG00000287206"," lncRNA"
"ENSG00000229155.2",2156,1,3," LINC02038"," lncRNA"
"ENSG00000214146.3",46388,2,5," LINC02026"," lncRNA"
"ENSG00000238043.1",25484,1,3," ENSG00000238043"," lncRNA"
"ENSG00000224403.1",654,1,1," DPPA2P3"," processed_pseudogene"
"ENSG00000230102.8",65766,8,28," LINC02028"," lncRNA"
"ENSG00000276407.5",16723,2,8," ENSG00000276407"," lncRNA"
"ENSG00000229964.1",17613,1,2," ENSG00000229964"," lncRNA"
"ENSG00000232874.1",585,1,2," LINC02924"," lncRNA"
"ENSG00000289385.1",626,1,1," ENSG00000289385"," lncRNA"
"ENSG00000114315.4",2584,1,4," HES1"," protein_coding"
"ENSG00000242201.3",297,1,1," RN7SL215P"," misc_RNA"
"ENSG00000225742.6",47811,3,10," LINC02036"," lncRNA"
"ENSG00000238097.3",13103,3,10," LINC02037"," lncRNA"
"ENSG00000228271.2",10686,2,6," LINC02048"," lncRNA"
"ENSG00000214145.8",26680,3,11," LINC00887"," lncRNA"
"ENSG00000286317.1",1719,1,2," ENSG00000286317"," lncRNA"
"ENSG00000178772.7",11560,2,4," CPN2"," protein_coding"
"ENSG00000172061.9",14494,2,5," LRRC15"," protein_coding"
"ENSG00000178732.6",4445,2,3," GP5"," protein_coding"
"ENSG00000133657.17",95692,4,40," ATP13A3"," protein_coding"
"ENSG00000271483.1",162,1,1," ENSG00000271483"," processed_pseudogene"
"ENSG00000233058.3",34016,4,11," ATP13A3-DT"," lncRNA"
"ENSG00000244675.2",5186,1,2," ENSG00000244675"," lncRNA"
"ENSG00000252053.1",80,1,1," RNU6-1101P"," snRNA"
"ENSG00000232873.1",1023,1,3," RPL23AP93"," processed_pseudogene"
"ENSG00000231770.8",6269,1,4," TMEM44-AS1"," lncRNA"
"ENSG00000288979.1",1001,1,1," ENSG00000288979"," lncRNA"
"ENSG00000145014.18",46016,5,21," TMEM44"," protein_coding"
"ENSG00000229334.2",12503,1,2," TMEM44-AS2"," lncRNA"
"ENSG00000272707.1",159,1,1," ENSG00000272707"," lncRNA"
"ENSG00000041802.11",31672,1,14," LSG1"," protein_coding"
"ENSG00000185112.6",3154,1,1," FAM43A"," protein_coding"
"ENSG00000233987.2",25008,2,8," ENSG00000233987"," lncRNA"
"ENSG00000287073.1",1385,1,2," ENSG00000287073"," lncRNA"
"ENSG00000237222.4",117915,12,41," LINC01968"," lncRNA"
"ENSG00000234805.1",1833,1,1," ENSG00000234805"," processed_pseudogene"
"ENSG00000230401.1",3474,1,3," LINC01972"," lncRNA"
"ENSG00000238031.1",4702,1,3," ENSG00000238031"," lncRNA"
"ENSG00000173950.16",202875,4,12," XXYLT1"," protein_coding"
"ENSG00000233303.1",1469,1,4," XXYLT1-AS1"," lncRNA"
"ENSG00000265333.1",74,1,1," MIR3137"," miRNA"
"ENSG00000244314.3",275,1,1," RN7SL36P"," misc_RNA"
"ENSG00000230266.2",5092,1,2," XXYLT1-AS2"," lncRNA"
"ENSG00000206600.1",106,1,1," RNU6-25P"," snRNA"
"ENSG00000287005.1",2996,1,2," ENSG00000287005"," lncRNA"
"ENSG00000114331.16",168299,2,26," ACAP2"," protein_coding"
"ENSG00000229325.1",2018,1,2," ACAP2-IT1"," lncRNA"
"ENSG00000227433.1",366,1,1," ENSG00000227433"," processed_pseudogene"
"ENSG00000207368.1",110,1,1," Y_RNA"," misc_RNA"
"ENSG00000184203.8",28958,2,8," PPP1R2"," protein_coding"
"ENSG00000252620.1",134,1,1," RNU6ATAC24P"," snRNA"
"ENSG00000223711.2",7163,2,5," ENSG00000223711"," lncRNA"
"ENSG00000265882.2",251,1,1," RN7SL73P"," misc_RNA"
"ENSG00000236844.1",473,1,1," ENSG00000236844"," processed_pseudogene"
"ENSG00000236425.1",365,1,1," ENSG00000236425"," processed_pseudogene"
"ENSG00000189058.9",15328,1,5," APOD"," protein_coding"
"ENSG00000224769.1",5286,1,2," MUC20P1"," unprocessed_pseudogene"
"ENSG00000289929.1",5385,1,3," ENSG00000289929"," lncRNA"
"ENSG00000282206.1",1113,1,2," ENSG00000282206"," unprocessed_pseudogene"
"ENSG00000271662.1",1326,1,2," ENSG00000271662"," processed_pseudogene"
"ENSG00000229178.1",2362,1,3," ENSG00000229178"," lncRNA"
"ENSG00000242086.8",81902,26,89," MUC20-OT1"," lncRNA"
"ENSG00000215837.7",27808,1,2," SDHAP2"," transcribed_unprocessed_pseudogene"
"ENSG00000207650.1",96,1,1," MIR570"," miRNA"
"ENSG00000283426.1",10025,1,3," SMBD1P"," transcribed_unitary_pseudogene"
"ENSG00000176945.18",20239,3,7," MUC20"," protein_coding"
"ENSG00000145113.22",65208,3,29," MUC4"," protein_coding"
"ENSG00000223783.1",24211,2,4," LINC01983"," lncRNA"
"ENSG00000235836.1",610,1,1," KIF3AP1"," processed_pseudogene"
"ENSG00000061938.21",48581,10,26," TNK2"," protein_coding"
"ENSG00000276489.1",66,1,1," MIR6829"," miRNA"
"ENSG00000286004.1",2431,1,2," ENSG00000286004"," lncRNA"
"ENSG00000224614.2",5910,2,4," TNK2-AS1"," lncRNA"
"ENSG00000289747.1",866,1,1," ENSG00000289747"," protein_coding"
"ENSG00000260261.2",41407,2,5," ENSG00000260261"," transcribed_unprocessed_pseudogene"
"ENSG00000239122.1",186,1,1," RNU2-11P"," snRNA"
"ENSG00000231443.2",1496,1,2," ENSG00000231443"," processed_pseudogene"
"ENSG00000185485.14",30570,3,21," SDHAP1"," transcribed_unprocessed_pseudogene"
"ENSG00000286168.2",31432,1,3," ENSG00000286168"," lncRNA"
"ENSG00000231464.1",1495,1,2," ENSG00000231464"," processed_pseudogene"
"ENSG00000072274.14",69642,6,28," TFRC"," protein_coding"
"ENSG00000228413.1",559,1,2," ENSG00000228413"," processed_pseudogene"
"ENSG00000252174.1",61,1,1," RNU7-18P"," snRNA"
