"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length"
"RNU6-210P",94,NA,NA,"pseudogene",NA,NA
"RN7SKP123",290,NA,NA,"pseudogene",NA,NA
"MTF2",59784,1,17,"protein_coding",105,"1562"
"TMED5",30676,2,7,"protein_coding",184,"1870.5"
"CCDC18",103045,14,42,"protein_coding",138,"2716.5"
"RPL36AP11",396,NA,NA,"pseudogene",NA,NA
"LOC100130531",418,NA,NA,"pseudogene",NA,NA
"CCDC18-AS1",35837,1,9,"lncRNA",95,"908.5"
"DR1",23584,1,3,"protein_coding",959,"6732.5"
"LOC100421273",500,NA,NA,"pseudogene",NA,NA
"FNBP1L",106528,1,18,"protein_coding",133,"1735.5"
"RNA5SP53",119,NA,NA,"pseudogene",NA,NA
"TRC-GCA7-1",72,1,1,"tRNA",NA,NA
"BCAR3",286423,27,50,"protein_coding",172,"4157"
"BCAR3-AS1",8066,1,4,"lncRNA",309,"1864"
"LOC102723480",12856,3,6,"lncRNA",230,"630.5"
"MIR760",79,2,2,"miRNA",80,NA
"LOC124904220",1804,1,2,"lncRNA",631.5,"542"
"TRR-TCT1-1",84,1,2,"tRNA",NA,NA
"DNTTIP2",15428,1,7,"protein_coding",139,"1246.5"
"GCLM",24245,3,9,"protein_coding",159,"3695"
"CHCHD2P5",400,NA,NA,"pseudogene",NA,NA
"MTND4P11",982,NA,NA,"pseudogene",NA,NA
"MTND3P21",330,NA,NA,"pseudogene",NA,NA
"MTCO3P21",642,NA,NA,"pseudogene",NA,NA
"MTATP6P13",666,NA,NA,"pseudogene",NA,NA
"MTCO2P21",954,NA,NA,"pseudogene",NA,NA
"MTCO1P21",588,NA,NA,"pseudogene",NA,NA
"ABCA4",128294,1,50,"protein_coding",NA,NA
"LOC105378858",17030,3,7,"lncRNA",154,"4245"
"LOC124904821",103,1,1,"snoRNA",104,NA
"ARHGAP29",106162,3,26,"protein_coding",137.5,"719"
"ARHGAP29-AS1",93817,8,14,"lncRNA",166,"1278"
"GAPDHP29",1258,NA,NA,"pseudogene",NA,NA
"LOC124905716",22621,3,5,"lncRNA",555,"5421"
"ABCD3",133320,6,29,"protein_coding",98,"2742"
"RPL21P26",535,NA,NA,"pseudogene",NA,NA
"F3",12581,1,6,"protein_coding",200,"2593.5"
"MIR12133",77,2,2,"miRNA",78,NA
"LOC105378861",73942,1,3,"lncRNA",97,"36622"
"SLC44A3-AS1",203879,3,11,"lncRNA",183,"26246"
"KATNBL1P2",1131,NA,NA,"pseudogene",NA,NA
"PGBD4P7",1322,NA,NA,"pseudogene",NA,NA
"MIR378G",40,2,2,"miRNA",41,NA
"SLC44A3",75201,9,27,"protein_coding",138,"2655"
"CNN3",30149,2,11,"protein_coding",137,"1283"
"CNN3-DT",36894,2,6,"lncRNA",231.5,"4300"
"ALG14",98604,3,8,"protein_coding",189,"44690"
"LOC124904224",15512,1,3,"lncRNA",2166,"4387.5"
"LOC105378863",1226,1,2,"lncRNA",528,"171"
"ALG14-AS1",5949,1,2,"lncRNA",548,"4854"
"TLCD4",105091,2,8,"protein_coding",95,"11148"
"TLCD4-RWDD3",126688,1,3,"protein_coding",94,"13224"
"RWDD3-DT",70448,1,5,"lncRNA",214.5,"16556"
"RWDD3",13078,2,10,"protein_coding",116,"1890"
"LINC01760",7335,1,2,"lncRNA",191,"6954"
"LOC105378864",2195,2,4,"lncRNA",99.5,"907"
"LOC105379825",3301,1,2,"lncRNA",210,"2882"
"LINC01650",856,1,2,"lncRNA",227.5,"402"
"LOC107985420",6432,1,4,"lncRNA",158.5,"631"
"LINC01761",4619,1,4,"lncRNA",338,"358"
"LINC02607",5349,1,3,"lncRNA",247,"1843"
"LOC101928219",158460,2,6,"lncRNA",223.5,"3808.5"
"LINC02790",30721,1,5,"lncRNA",107,"6807.5"
"RNU1-130P",159,NA,NA,"pseudogene",NA,NA
"LINC01787",120325,1,6,"lncRNA",72.5,"18808"
"LOC101060164",738,NA,NA,"pseudogene",NA,NA
"UBE2WP1",324,NA,NA,"pseudogene",NA,NA
"EEF1A1P11",1747,NA,NA,"pseudogene",NA,NA
"LOC105378866",41876,1,4,"lncRNA",324,"20566"
"RN7SL831P",318,NA,NA,"pseudogene",NA,NA
"NDUFS5P2",380,NA,NA,"pseudogene",NA,NA
"RPL7P9",832,NA,NA,"pseudogene",NA,NA
"RN7SKP270",311,NA,NA,"pseudogene",NA,NA
"PTBP2",101931,6,21,"protein_coding",142,"3838"
"DPYD",843069,5,28,"protein_coding",143,"33633"
"DPYD-AS1",226850,1,5,"lncRNA",64,"27497"
"LOC105378867",48342,2,5,"lncRNA",204,"16431"
"LOC124904225",11351,1,3,"lncRNA",78,"5542"
"SEC63P1",1471,NA,NA,"pseudogene",NA,NA
"RPL26P9",435,NA,NA,"pseudogene",NA,NA
"DPYD-AS2",1129,1,3,"lncRNA",152,"156.5"
"LOC100419654",1441,NA,NA,"pseudogene",NA,NA
"LINC01930",8263,1,2,"lncRNA",432,"7400"
"MIR137HG",61768,1,5,"lncRNA",316,"4053"
"LOC124904228",17295,1,1,"protein_coding",NA,NA
"MIR2682",109,3,3,"miRNA",110,NA
"MIR137",101,3,3,"miRNA",102,NA
"NFU1P2",686,NA,NA,"pseudogene",NA,NA
"LOC124905718",25421,1,5,"lncRNA",102,"2857"
"LINC01776",61923,1,3,"lncRNA",101,"29830"
"SNX7",99168,7,17,"protein_coding",183,"3410"
"PLPPR5",118354,2,9,"protein_coding",214,"21706"
"PLPPR5-AS1",144779,1,3,"lncRNA",370,"71118"
"PLPPR4",46625,2,8,"protein_coding",180,"2975.5"
"LOC107985093",12120,1,3,"lncRNA",117,"5436.5"
"LOC124904580",397,NA,NA,"pseudogene",NA,NA
"LINC01708",15389,1,3,"lncRNA",124,"7488"
"PALMD",48338,1,8,"protein_coding",120,"4146"
"HMGB3P10",982,NA,NA,"pseudogene",NA,NA
"FRRS1",62653,5,22,"protein_coding",116,"1655.5"
"RNU4-75P",145,NA,NA,"pseudogene",NA,NA
"RPL39P9",401,NA,NA,"pseudogene",NA,NA
"AGL",74793,5,41,"protein_coding",135,"1009"
"LOC124904230",124656,2,10,"lncRNA",111,"4471"
"SLC35A3",65634,4,12,"protein_coding",144.5,"4570"
"RNU6-750P",106,NA,NA,"pseudogene",NA,NA
"RNU6-1318P",102,NA,NA,"pseudogene",NA,NA
"MFSD14A",45285,2,13,"protein_coding",114.5,"1829"
"SASS6",49356,3,21,"protein_coding",124.5,"1256"
"TRMT13",17333,3,18,"protein_coding",73,"664.5"
"LRRC39",31193,2,14,"protein_coding",146,"2219.5"
"DBT",62788,1,15,"protein_coding",123,"4051"
"RPL23AP90",235,NA,NA,"pseudogene",NA,NA
"BRI3P1",727,NA,NA,"pseudogene",NA,NA
"RTCA-AS1",1432,1,4,"lncRNA",171,"333.5"
"RTCA",26534,1,12,"protein_coding",114.5,"1534"
"MIR553",67,2,2,"miRNA",68,NA
"LOC646970",1025,NA,NA,"pseudogene",NA,NA
"CDC14A",175334,4,20,"protein_coding",93,"10387"
"BCAS2P2",822,NA,NA,"pseudogene",NA,NA
"LOC105379827",14998,2,5,"lncRNA",905,"4151.5"
"GPR88",3896,1,2,"protein_coding",1746,"405"
"RPL7AP17",856,NA,NA,"pseudogene",NA,NA
"LINC01349",19952,1,5,"lncRNA",118,"3035"
"RPL36AP12",403,NA,NA,"pseudogene",NA,NA
"VCAM1",19299,1,10,"protein_coding",276,"1816.5"
"EXTL2",23671,9,23,"protein_coding",210,"3017"
"SLC30A7",99851,3,17,"protein_coding",127,"3973.5"
"HNRNPA1P68",1229,NA,NA,"pseudogene",NA,NA
"DPH5",36215,3,13,"protein_coding",NA,NA
"DPH5-DT",61541,1,5,"lncRNA",216,"4618.5"
"LOC124900440",186,1,1,"ncRNA",187,NA
"LOC101928334",26081,5,12,"lncRNA",325,"477"
"LOC124904817",101,1,1,"snoRNA",102,NA
"S1PR1-DT",1656,1,2,"lncRNA",607,"443"
"S1PR1",5416,4,8,"protein_coding",286,"1776"
"RPS20P6",383,NA,NA,"pseudogene",NA,NA
"PPIAP7",745,NA,NA,"pseudogene",NA,NA
"LOC102723784",13548,3,10,"lncRNA",202,"1169"
"LINC01307",53562,1,5,"lncRNA",83,"12080.5"
"LINC01709",147925,2,12,"lncRNA",NA,NA
"RNU6-965P",95,NA,NA,"pseudogene",NA,NA
"RPSAP19",1032,NA,NA,"pseudogene",NA,NA
"OLFM3",194403,3,9,"protein_coding",156,"6139"
"RNU6-352P",106,NA,NA,"pseudogene",NA,NA
"DNAJA1P5",22735,1,2,"transcribed_pseudogene",890.5,"20955"
"LOC107985095",3153,1,2,"lncRNA",110.5,"2933"
"LOC124904645",98,NA,NA,"pseudogene",NA,NA
"LOC105378874",12814,1,3,"lncRNA",123,"6267"
"LOC112268286",6949,1,3,"lncRNA",108,"3332"
"LOC107985096",18885,1,3,"lncRNA",183,"9130"
"COL11A1",232005,4,75,"protein_coding",54,"1424"
"SOD2P1",567,NA,NA,"pseudogene",NA,NA
"RNPC3-DT",108524,1,6,"lncRNA",159.5,"11060"
"RN7SKP285",317,NA,NA,"pseudogene",NA,NA
"RNPC3",29541,1,15,"protein_coding",119,"1289.5"
"AMY2B",24890,3,14,"protein_coding",147,"806"
"ACTG1P4",1987,1,1,"transcribed_pseudogene",1988,NA
"AMY2A",8274,1,10,"protein_coding",140.5,"766"
"LOC124905657",3247,1,3,"lncRNA",208,"238"
"AMY1A",9036,2,13,"protein_coding",147,"668.5"
"LOC124904594",12266,1,2,"lncRNA",121.5,"12024"
"AMY1B",9038,2,12,"protein_coding",147,"668.5"
"LOC124905661",3247,1,3,"lncRNA",208,"238"
"LOC124905662",36222,1,8,"protein_coding",130,"813"
"LOC124905663",846,1,3,"lncRNA",104,"238"
"LOC128966568",9034,2,12,"protein_coding",NA,NA
"LOC128966569",12272,1,2,"lncRNA",121.5,"12030"
"LOC128966570",9036,2,12,"protein_coding",NA,NA
"LOC128966571",846,1,3,"lncRNA",104,"238"
"LOC124905664",6239,1,7,"protein_coding",126,"807"
"LOC124905665",846,1,3,"lncRNA",104,"238"
"LOC124905666",9033,2,12,"protein_coding",147,"668.5"
"LOC124905667",12271,1,2,"lncRNA",121.5,"12029"
"LOC124905668",9034,2,12,"protein_coding",147,"668.5"
"LOC105378878",846,1,3,"lncRNA",104,"238"
"AMYP1",6185,NA,NA,"pseudogene",NA,NA
"LOC124905670",846,1,3,"lncRNA",104,"238"
"AMY1C",9038,2,12,"protein_coding",147,"669"
"LOC100131348",1318,NA,NA,"pseudogene",NA,NA
"LOC100129138",4063,1,2,"transcribed_pseudogene",612,"2840"
"FTLP17",708,NA,NA,"pseudogene",NA,NA
"LOC105378880",24110,1,3,"lncRNA",49,"11974.5"
"CDK4P1",827,NA,NA,"pseudogene",NA,NA
"LINC01676",29248,2,6,"lncRNA",129,"7178"
"LOC105378882",4439,1,3,"lncRNA",111,"1998"
"SEPTIN2P1",197,NA,NA,"pseudogene",NA,NA
"LOC105378883",29121,1,4,"lncRNA",100,"6814"
"MATR3P3",1941,NA,NA,"pseudogene",NA,NA
"LOC401957",1988,NA,NA,"pseudogene",NA,NA
"LINC01677",102080,1,6,"lncRNA",111,"3986"
"LOC124904595",437,1,2,"lncRNA",91,"256"
"LOC107985116",4381,1,3,"lncRNA",255,"1567.5"
"LOC105378886",2288,1,3,"lncRNA",149,"702.5"
"LOC105378885",24929,2,4,"lncRNA",101,"2039.5"
"LOC126987",751,NA,NA,"pseudogene",NA,NA
"LOC124904596",4030,1,3,"lncRNA",217,"1772.5"
"LOC105378887",37599,4,9,"lncRNA",123,"2021"
"MTCO3P14",124,NA,NA,"pseudogene",NA,NA
"MTATP6P14",672,NA,NA,"pseudogene",NA,NA
"LOC124905719",653,NA,NA,"pseudogene",NA,NA
"MTCO2P14",646,NA,NA,"pseudogene",NA,NA
"MTCO1P14",1558,NA,NA,"pseudogene",NA,NA
"NDE1P1",688,NA,NA,"pseudogene",NA,NA
"LINC01661",19951,1,3,"lncRNA",121,"9609"
"LOC105378888",12554,1,3,"lncRNA",142,"6016"
"PRMT6",2620,1,1,"protein_coding",2621,NA
"NTNG1",344877,5,14,"protein_coding",149,"12358"
"NDUFA4P1",500,NA,NA,"pseudogene",NA,NA
"VAV3",393961,12,40,"protein_coding",118,"6770"
"MIR7852",81,2,2,"miRNA",82,NA
"TRUND-NNN8-1",70,NA,NA,"pseudogene",NA,NA
"VAV3-AS1",30170,1,3,"lncRNA",131,"14776"
"LINC02785",10894,1,4,"lncRNA",1106.5,"1695"
"SLC25A24",62407,2,11,"protein_coding",151,"4333"
"NBPF4",50503,7,31,"protein_coding",173,"1006"
"SLC25A24P2",37553,NA,NA,"pseudogene",NA,NA
"NBPF5P",7649,NA,NA,"pseudogene",NA,NA
"SLC25A24P1",64717,NA,NA,"pseudogene",NA,NA
"NBPF6",51262,6,31,"protein_coding",170,"937.5"
"ST13P21",1384,NA,NA,"pseudogene",NA,NA
"EEIG2",79226,1,11,"protein_coding",117,"4771"
"HENMT1",13178,2,9,"protein_coding",156.5,"1222"
"PRPF38B",10606,6,17,"protein_coding",115.5,"722"
"FNDC7",29828,1,13,"protein_coding",255,"2074"
"STXBP3",62931,1,19,"protein_coding",93,"1862"
"LOC100271656",5153,NA,NA,"pseudogene",NA,NA
"LOC105378891",23397,4,7,"lncRNA",73.5,"4152.5"
"AKNAD1",42337,2,18,"protein_coding",129,"2998.5"
"SPATA42",1307,2,4,"lncRNA",183,"656"
"GPSM2",57579,3,21,"protein_coding",158,"1423"
"CLCC1",33985,2,23,"protein_coding",145,"2038.5"
"WDR47",71952,6,24,"protein_coding",170,"3920.5"
"LOC107985160",655,NA,NA,"pseudogene",NA,NA
"RPL17P7",613,NA,NA,"pseudogene",NA,NA
"RPS27P6",345,NA,NA,"pseudogene",NA,NA
"RANP5",878,NA,NA,"pseudogene",NA,NA
"TAF13",11694,1,4,"protein_coding",90.5,"1441"
"TMEM167B",6170,1,5,"protein_coding",125.5,"1141"
"NDUFB3P1",573,NA,NA,"pseudogene",NA,NA
"SCARNA2",419,1,1,"ncRNA",420,NA
"LOC100420092",1520,NA,NA,"pseudogene",NA,NA
"CFAP276",7874,2,7,"protein_coding",148,"3187.5"
"ELAPOR1",92619,4,27,"protein_coding",166,"608.5"
"SARS1",24288,3,14,"protein_coding",156,"651.5"
"CELSR2",26202,1,34,"protein_coding",165.5,"208"
"PSRC1",3589,1,17,"protein_coding",NA,NA
"MYBPHL",14649,1,12,"protein_coding",NA,NA
"SORT1",88318,2,22,"protein_coding",113,"2047"
"PSMA5",27410,1,11,"protein_coding",87,"1548.5"
"SYPL2",15582,2,8,"protein_coding",197,"1070"
"ATXN7L2",8899,6,21,"protein_coding",187,"529"
"CYB561D1",6339,1,6,"protein_coding",149,"498"
"AMIGO1",5549,1,3,"protein_coding",NA,NA
"LOC105378893",11818,1,3,"lncRNA",128,"5749.5"
"GPR61",7388,2,8,"protein_coding",NA,NA
"GNAI3",51573,1,9,"protein_coding",154,"3362"
"MIR197",74,3,3,"miRNA",75,NA
"GNAT2",16530,2,11,"protein_coding",142,"1251"
"AMPD2",12219,4,22,"protein_coding",131,"255"
"RPL7P8",602,NA,NA,"pseudogene",NA,NA
"GSTM4",11629,4,14,"protein_coding",101,"427"
"GSTM2",7604,2,12,"protein_coding",89,"300"
"GSTM5",6517,3,13,"protein_coding",97,"300"
"GSTM3",7100,1,9,"protein_coding",98.5,"339"
"EPS8L3",13836,4,28,"protein_coding",NA,NA
"NDUFA5P10",1553,NA,NA,"pseudogene",NA,NA
"LINC01768",77843,1,5,"lncRNA",187,"2210"
"CSF1",20467,7,17,"protein_coding",148,"1252"
"AHCYL1",38978,4,23,"protein_coding",100,"764"
"STRIP1",23058,4,25,"protein_coding",105,"716"
"LOC105378895",3143,2,5,"lncRNA",83,"911"
"ALX3",10803,1,4,"protein_coding",327,"3024"
"LINC01397",27031,1,4,"lncRNA",140,"270"
"UBL4B",1504,1,1,"protein_coding",1505,NA
"LOC124905673",14960,NA,NA,"pseudogene",NA,NA
"SLC6A17",51724,1,12,"protein_coding",187.5,"1691"
"SLC6A17-AS1",2902,1,3,"lncRNA",NA,NA
"KCNC4-DT",1537,1,2,"lncRNA",566,"406"
"KCNC4",75421,5,11,"protein_coding",937,"4058"
"LOC124900436",123,NA,NA,"pseudogene",NA,NA
"RBM15-AS1",52902,1,4,"lncRNA",148,"20137"
"RBM15",7301,1,3,"protein_coding",370,"1964.5"
"SLC16A4",28248,1,11,"protein_coding",NA,NA
"LAMTOR5",6664,2,5,"protein_coding",118,"2277"
"LAMTOR5-AS1",8466,1,3,"lncRNA",146,"3967"
"PROK1",6209,1,3,"protein_coding",140,"2408.5"
"LOC105378899",1104,1,2,"lncRNA",200.5,"704"
"LOC105378898",325,1,2,"lncRNA",88.5,"149"
"CYMP",10503,1,9,"transcribed_pseudogene",118,"891.5"
"CYMP-AS1",2578,1,2,"lncRNA",1175.5,"228"
"KCNA10",1958,1,1,"protein_coding",1959,NA
"KCNA2",38906,8,14,"protein_coding",332,"1111.5"
"KCNA3",21379,3,7,"protein_coding",300,"6763.5"
"LOC124904296",14885,1,3,"lncRNA",109,"6320.5"
"LOC105378901",9816,1,3,"lncRNA",156,"4655"
"NRBF2P3",1487,NA,NA,"pseudogene",NA,NA
"OR11I1P",993,NA,NA,"pseudogene",NA,NA
"CD53",28754,2,10,"protein_coding",84,"1231"
"LRIF1",90723,2,6,"protein_coding",302,"7483"
"CCNT2P1",7917,NA,NA,"pseudogene",NA,NA
"DRAM2",22930,1,16,"protein_coding",88,"2451"
"CEPT1",45596,4,14,"protein_coding",142,"3718.5"
"DENND2D",18692,11,23,"protein_coding",145,"773"
"CHI3L2",16518,9,21,"protein_coding",140,"852"
"CHIAP1",5704,NA,NA,"pseudogene",NA,NA
"CHIAP2",5584,1,8,"transcribed_pseudogene",145.5,"244"
"CHIA",29625,2,14,"protein_coding",124.5,"673"
"LOC105378903",812,1,3,"lncRNA",119,"170"
"PIFO",28348,5,12,"protein_coding",124.5,"887.5"
"LOC105378904",10153,2,5,"lncRNA",275,"2115"
"HIGD1AP12",581,NA,NA,"pseudogene",NA,NA
"PGBP",5330,1,5,"transcribed_pseudogene",119,"1043.5"
"OVGP1",13416,1,11,"protein_coding",125,"987.5"
"UBE2FP3",523,NA,NA,"pseudogene",NA,NA
"WDR77",9366,1,12,"protein_coding",72,"560"
"ATP5PB",13308,1,7,"protein_coding",146,"1504.5"
"C1orf162",11992,2,9,"protein_coding",82.5,"466"
"TMIGD3",80802,2,8,"protein_coding",117,"1982"
"RNU6-792P",106,NA,NA,"pseudogene",NA,NA
"ADORA3",4208,1,3,"protein_coding",631.5,"2946"
"RAP1A",174888,2,12,"protein_coding",128.5,"3929"
"LINC01160",9309,1,5,"lncRNA",132,"2104.5"
"LOC107985184",2792,1,2,"lncRNA",1343,"107"
"KRT18P57",1374,NA,NA,"pseudogene",NA,NA
"RNU6-151P",106,NA,NA,"pseudogene",NA,NA
"INKA2",33737,2,5,"protein_coding",2976.5,"19639.5"
"INKA2-AS1",7955,1,3,"lncRNA",237,"2912.5"
"LOC101928718",10196,1,3,"lncRNA",222,"3715"
"DDX20",12096,1,11,"protein_coding",115,"379.5"
"KCND3",219021,10,17,"protein_coding",206,"4450"
"KCND3-IT1",3143,1,2,"lncRNA",188,"2768"
"KCND3-AS1",1273,1,4,"lncRNA",102.5,"229"
"LINC01750",8311,1,2,"lncRNA",1536.5,"5239"
"LOC105378906",2325,2,4,"lncRNA",182,"808"
"LOC124904845",112,NA,NA,"pseudogene",NA,NA
"LINC02884",128316,1,3,"lncRNA",NA,NA
"TXNP3",462,NA,NA,"pseudogene",NA,NA
"LOC124904812",103,1,1,"snoRNA",104,NA
"CTTNBP2NL",70366,4,9,"protein_coding",116,"5588"
"MIR4256",63,2,2,"miRNA",64,NA
"WNT2B",63627,2,8,"protein_coding",278,"2894"
"ST7L",101971,20,38,"protein_coding",115,"5174"
"CAPZA1",51798,2,12,"protein_coding",NA,NA
"MRPL53P1",353,NA,NA,"pseudogene",NA,NA
"RNU7-70P",52,NA,NA,"pseudogene",NA,NA
"LOC124904810",100,1,1,"snoRNA",101,NA
"MOV10",26296,7,34,"protein_coding",155,"276"
"RHOC",6249,3,8,"protein_coding",131,"849"
"PPM1J",5336,1,10,"protein_coding",117,"286"
"PPM1J-DT",2405,1,3,"lncRNA",1000.5,"405"
"TAFA3",8331,1,8,"protein_coding",156,"1277"
"NUTF2P4",394,1,1,"protein_coding",395,NA
"LINC01356",30474,1,7,"lncRNA",102,"2957.5"
"LOC105378911",10850,1,3,"lncRNA",89,"5288.5"
"MIR11399",79,2,2,"miRNA",80,NA
"RPL39P8",382,NA,NA,"pseudogene",NA,NA
"LOC124904342",16289,1,2,"lncRNA",1416,"13458"
"SLC16A1",44375,2,7,"protein_coding",261,"5458.5"
"AKR7A2P1",1323,1,1,"transcribed_pseudogene",1324,NA
"SLC16A1-AS1",7656,1,4,"lncRNA",101,"3074.5"
"LOC107985189",10817,2,3,"lncRNA",336,"2130.5"
"LRIG2-DT",58922,1,3,"lncRNA",164,"28234"
"LRIG2",59064,3,21,"protein_coding",144,"1422"
"RLIMP2",1463,NA,NA,"pseudogene",NA,NA
"RPS19P2",483,NA,NA,"pseudogene",NA,NA
"LOC643441",9502,1,3,"lncRNA",192,"3665.5"
"RPS15P1",484,NA,NA,"pseudogene",NA,NA
"MAGI3",295601,2,24,"protein_coding",NA,NA
"LOC100421402",979,NA,NA,"pseudogene",NA,NA
"MTND5P20",143,NA,NA,"pseudogene",NA,NA
"PHTF1",63083,4,26,"protein_coding",135,"1127"
"RPS2P14",722,NA,NA,"pseudogene",NA,NA
"RSBN1",50653,2,9,"protein_coding",155.5,"1063"
"AP4B1-AS1",88617,2,8,"lncRNA",122,"1721.5"
"PTPN22",57939,5,26,"protein_coding",81,"1249.5"
"BCL2L15",10769,1,4,"protein_coding",279,"632"
"AP4B1",10834,8,20,"protein_coding",NA,NA
"DCLRE1B",9467,3,8,"protein_coding",307,"1220"
"HIPK1-AS1",5519,2,6,"lncRNA",248,"697"
"HIPK1",48545,5,26,"protein_coding",163,"1188"
"OLFML3",2779,2,6,"protein_coding",221.5,"331"
"RPL13AP10",1910,NA,NA,"pseudogene",NA,NA
"SYT6",64571,5,14,"protein_coding",172,"4129.5"
"MRPL57P1",284,NA,NA,"pseudogene",NA,NA
"LOC100421116",1173,NA,NA,"pseudogene",NA,NA
"TRIM33",118176,2,24,"protein_coding",145,"1585.5"
"RPL26P10",512,NA,NA,"pseudogene",NA,NA
"EIF2S2P5",1361,NA,NA,"pseudogene",NA,NA
"PKMP1",1552,NA,NA,"pseudogene",NA,NA
"BCAS2",14054,1,7,"protein_coding",93,"1334.5"
"LOC105378914",5575,1,3,"lncRNA",582,"2123"
"DENND2C",87192,1,21,"protein_coding",111.5,"1755"
"AMPD1",22462,1,16,"protein_coding",164,"663"
"RN7SL432P",297,NA,NA,"pseudogene",NA,NA
"NRAS",12287,1,7,"protein_coding",128,"697"
"CSDE1",41062,1,21,"protein_coding",131,"915"
"RNY1P13",100,NA,NA,"pseudogene",NA,NA
"SIKE1",11207,1,7,"protein_coding",190,"1972"
"NR1H5P",17089,NA,NA,"pseudogene",NA,NA
"SYCP1",141268,7,40,"protein_coding",90,"1294.5"
"LOC105378915",5675,2,5,"lncRNA",449,"1124.5"
"TSHB",4488,2,4,"protein_coding",246.5,"1977"
"TSPAN2",41506,1,8,"protein_coding",NA,NA
"LINC01765",4369,1,2,"lncRNA",937,"2496"
"NGF-AS1",85039,1,2,"lncRNA",1305,"82430"
"NGF",52326,2,4,"protein_coding",NA,NA
"LOC112268234",8231,1,3,"lncRNA",127,"3924.5"
"LOC124905720",36075,2,4,"lncRNA",230,"741"
"ELOCP20",376,NA,NA,"pseudogene",NA,NA
"CNOT7P2",994,NA,NA,"pseudogene",NA,NA
"LOC100287840",559,NA,NA,"pseudogene",NA,NA
"RN7SL420P",297,NA,NA,"pseudogene",NA,NA
"LOC124900438",133,1,1,"snoRNA",134,NA
"VANGL1",52874,2,10,"protein_coding",171,"3886"
"CASQ2",68976,1,11,"protein_coding",101,"4617"
"NHLH2",11417,3,7,"protein_coding",488,"1835"
"HNRNPA1P43",1248,NA,NA,"pseudogene",NA,NA
"LOC101928952",196,NA,NA,"pseudogene",NA,NA
"LINC01649",6532,1,3,"lncRNA",184,"2569"
"LOC101928977",54735,1,5,"lncRNA",82,"9495"
"SLC22A15",93523,15,38,"protein_coding",NA,NA
"MAB21L3",26764,2,9,"protein_coding",188.5,"2993"
"LOC105378918",2841,1,4,"lncRNA",85,"1115"
"LOC105378919",1112,1,3,"lncRNA",81,"394"
"LOC105378920",58454,4,9,"lncRNA",157,"9996.5"
"LOC124904669",215,1,1,"snoRNA",216,NA
"ATP1A1",31530,3,25,"protein_coding",137,"542"
"ATP1A1-AS1",25757,5,11,"lncRNA",200,"7869"
"RNU6-817P",103,NA,NA,"pseudogene",NA,NA
"LINC01762",57454,2,7,"lncRNA",117,"4454"
"LOC112268235",23417,1,2,"lncRNA",7859.5,"7699"
"CD58",56516,2,8,"protein_coding",264,"8082"
"NAP1L4P1",2350,NA,NA,"pseudogene",NA,NA
"LOC105378925",26215,1,5,"lncRNA",1417.5,"3344"
"MIR548AC",87,2,2,"miRNA",88,NA
"LOC124904385",3771,2,3,"lncRNA",526,"2647"
"IGSF3",93359,8,21,"protein_coding",408,"3777.5"
"LOC105378924",2590,1,3,"lncRNA",160,"968.5"
"MIR320B1",71,2,2,"miRNA",72,NA
"LINC02868",12495,1,4,"lncRNA",91.5,"561"
"LOC105378926",4172,1,3,"lncRNA",84,"1930.5"
"GAPDHP64",1270,NA,NA,"pseudogene",NA,NA
"NEFHP1",2868,NA,NA,"pseudogene",NA,NA
"CD2",14799,1,6,"protein_coding",231,"3815"
"FTH1P22",489,NA,NA,"pseudogene",NA,NA
"LOC105378927",7158,2,5,"lncRNA",336.5,"2539.5"
"PTGFRN",80426,2,10,"protein_coding",381,"6063.5"
"RNA5SP55",124,NA,NA,"pseudogene",NA,NA
"CD101",46146,3,17,"protein_coding",391.5,"3012"
"CD101-AS1",34022,1,4,"lncRNA",195.5,"9055"
"TTF2",47109,7,37,"protein_coding",NA,NA
"MIR942",85,3,3,"miRNA",86,NA
"TRIM45",12865,2,11,"protein_coding",NA,NA
"LOC124904387",14352,1,2,"lncRNA",1766.5,"10820"
"RPS15AP9",483,NA,NA,"pseudogene",NA,NA
"VTCN1",67314,3,12,"protein_coding",194.5,"5308"
"LINC01525",25853,1,3,"lncRNA",213,"12644.5"
"MAN1A2",161803,3,17,"protein_coding",119,"7401.5"
"VPS25P1",718,NA,NA,"pseudogene",NA,NA
"TENT5C-DT",8938,1,3,"lncRNA",148,"4251.5"
"TENT5C",22336,1,2,"protein_coding",2825,"16687"
"VDAC2P3",1387,NA,NA,"pseudogene",NA,NA
"LOC124900444",121,1,1,"snoRNA",122,NA
"LOC100192389",830,NA,NA,"pseudogene",NA,NA
"PNRC2P1",2378,NA,NA,"pseudogene",NA,NA
"LOC105378929",6386,1,3,"lncRNA",960,"1694.5"
"GDAP2",66146,2,15,"protein_coding",140,"3670"
"WDR3",36808,1,27,"protein_coding",101,"777"
"SPAG17",231692,6,60,"protein_coding",NA,NA
"LOC105378930",21886,2,5,"lncRNA",564,"10069"
"RNA5SP56",117,NA,NA,"pseudogene",NA,NA
"PSMC1P12",1537,NA,NA,"pseudogene",NA,NA
"LOC100421281",867,NA,NA,"pseudogene",NA,NA
"LOC107985447",58353,1,3,"lncRNA",111,"28867"
"TBX15",106440,6,15,"protein_coding",168,"9258"
