"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"LOC105371635",39525,2,4,"lncRNA",56,17958,"1","0"
"FAM163A",88411,5,17,"protein_coding",122,2663,"1","0"
"LOC128071543",12509,1,1,"lncRNA",286.5,11937,"1","0"
"LINC02818",16761,2,4,"lncRNA",623,5983,"1","0"
"TOR1AIP2",37828,5,11,"protein_coding",299.5,3208,"1","0"
"TOR1AIP1",37717,1,11,"protein_coding",64.5,3399,"1","0"
"LOC101928933",35394,2,6,"lncRNA",157.5,11138,"1","0"
"CEP350",160117,4,49,"protein_coding",154.5,2844,"1","0"
"LOC105371636",2230,1,2,"lncRNA",711,809,"1","0"
"QSOX1",49165,2,15,"protein_coding",132.5,2754,"1","0"
"LHX4",50572,4,10,"protein_coding",187.5,4782,"1","0"
"ACBD6",232520,2,15,"protein_coding",93.5,16714,"1","0"
"LHX4-AS1",5018,1,5,"lncRNA",80,589.5,"4","0"
"LOC105371637",14764,1,2,"lncRNA",4311,6143,"1","0"
"OVAAL",7543,1,3,"lncRNA",141,3026.5,"1","0"
"XPR1",258442,2,16,"protein_coding",169.5,7834,"1","0"
"LOC124905747",12141,1,2,"lncRNA",3393.5,5355,"1","0"
"KIAA1614",38751,1,9,"protein_coding",241,2596.5,"1","0"
"LOC107985231",4399,1,2,"lncRNA",1778,844,"1","0"
"KIAA1614-AS1",5198,1,2,"lncRNA",724.5,3750,"1","0"
"STX6",50165,1,8,"protein_coding",116.5,3463,"1","0"
"MR1",28537,3,12,"protein_coding",261,1548,"1","0"
"LINC01732",7740,1,3,"lncRNA",130,3599.5,"1","0"
"LINC01699",2216,1,3,"lncRNA",106,979,"1","0"
"LOC107985454",3114,1,3,"lncRNA",97,1385.5,"1","0"
"CACNA1E",490373,5,55,"protein_coding",113,1370,"5","0"
"LOC107985232",12659,1,3,"lncRNA",485,4182.5,"1","0"
"LOC105371640",1420,1,3,"lncRNA",141,482,"1","0"
"ZNF648",15441,2,5,"protein_coding",1824.5,3496,"1","0"
"LOC105371642",8582,1,3,"lncRNA",140,3599,"1","0"
"LINC01344",113062,1,3,"lncRNA",161,56246,"1","0"
"GLUL",13692,2,9,"protein_coding",164.5,680.5,"1","0"
"LINC00272",7192,1,4,"lncRNA",123,635,"1","0"
"RNASEL",15624,3,10,"protein_coding",134,1491,"1","0"
"RGS8",110235,6,17,"protein_coding",108,1561.5,"1","0"
"LINC01688",1682,1,2,"lncRNA",129.5,1424,"1","0"
"NPL",40609,1,15,"protein_coding",76,2496,"1","0"
"DHX9-AS1",5919,1,2,"lncRNA",2271.5,1377,"1","0"
"DHX9",48638,1,29,"protein_coding",137,969,"1","0"
"SHCBP1L",53308,1,11,"protein_coding",184.5,1249,"1","0"
"LAMC1",122163,1,28,"protein_coding",155.5,1032,"1","0"
"LAMC1-AS1",2865,1,3,"lncRNA",159,1199.5,"1","0"
"LAMC2",80283,11,35,"protein_coding",156,977,"1","0"
"NMNAT2",170115,4,14,"protein_coding",81,2961,"1","0"
"LOC105371646",28728,1,5,"lncRNA",150,9142,"1","0"
"SMG7-AS1",11109,1,5,"lncRNA",196,422,"1","0"
"SMG7",81698,5,35,"protein_coding",146,1117.5,"1","0"
"NCF2",46278,7,23,"protein_coding",109,1734.5,"1","0"
"ARPC5",14937,1,5,"protein_coding",222,2444,"5","0"
"RGL1",292491,4,24,"protein_coding",118.5,3645,"1","0"
"APOBEC4",7042,1,2,"protein_coding",1391,4261,"1","0"
"COLGALT2",111885,2,14,"protein_coding",130.5,3895.5,"4","0"
"TSEN15",45750,2,10,"protein_coding",139,2463,"1","0"
"LOC102724830",14230,1,4,"lncRNA",417,1129,"1","0"
"LOC124904467",5749,1,2,"lncRNA",105,5540,"1","0"
"C1orf21",241975,1,6,"protein_coding",156.5,29983,"1","0"
"LOC107985236",33675,2,7,"lncRNA",143,1937,"1","0"
"LOC105371648",9262,2,4,"lncRNA",333,840,"1","0"
"EDEM3",64620,1,23,"protein_coding",126,1884.5,"1","0"
"LOC105371649",20508,1,3,"lncRNA",89,9992,"1","0"
"LOC107985238",4845,2,4,"lncRNA",198,2769,"1","0"
"LOC124904469",16174,1,2,"lncRNA",6467.5,3240,"1","0"
"LINC01633",7151,1,2,"lncRNA",543,6066,"1","0"
"RNF2",57069,4,10,"protein_coding",172,2692.5,"1","0"
"TRMT1L",39436,4,18,"protein_coding",125.5,1591.5,"1","0"
"LOC105371651",22995,1,3,"lncRNA",172,7685,"1","0"
"CBSLR",59637,2,5,"lncRNA",3304,2824,"1","0"
"GS1-279B7.1",11195,1,4,"transcribed_pseudogene",152.5,963,"1","0"
"LOC107985239",202955,2,4,"lncRNA",191.5,1172.5,"1","0"
"LINC01350",70155,1,4,"lncRNA",121.5,4492,"1","0"
"GS1-204I12.4",10793,1,3,"lncRNA",426,4734,"1","0"
"HMCN1",456535,5,111,"protein_coding",145,1573,"4","0"
"LOC105371654",1641,1,3,"lncRNA",78,702,"1","0"
"PRG4",18296,2,14,"protein_coding",129,786,"1","0"
"TPR",63674,1,51,"protein_coding",141,897.5,"4","0"
"ODR4",45567,4,20,"protein_coding",114.5,2358,"1","0"
"PDC-AS1",35148,1,5,"lncRNA",96,9254,"1","0"
"PDC",17567,2,5,"protein_coding",152,2050,"4","0"
"PTGS2",8632,1,10,"protein_coding",165,486,"1","0"
"PLA2G4A",160252,4,21,"protein_coding",137.5,6543,"1","0"
"LOC105371655",1906,1,3,"lncRNA",150,519,"1","0"
"LINC01036",70198,1,5,"lncRNA",89.5,30658,"1","0"
"LINC01037",33588,1,3,"lncRNA",122,16582.5,"1","0"
"LOC105371656",60652,1,4,"lncRNA",107,30192,"1","0"
"LINC01035",131737,1,2,"lncRNA",676.5,130385,"1","0"
"LOC105371657",454446,2,6,"lncRNA",218,81956,"1","0"
"LINC01701",39394,1,4,"lncRNA",94,14243,"1","0"
"BRINP3",380887,9,21,"protein_coding",223,45954.5,"1","0"
"LOC105371659",36074,2,4,"lncRNA",103.5,17853,"1","0"
"LOC105371658",19707,2,4,"lncRNA",82,2566.5,"1","0"
"BRINP3-DT",3142,2,4,"lncRNA",233,1211,"1","0"
"LINC01720",176702,1,5,"lncRNA",91,29603.5,"1","0"
"LINC01680",7347,1,2,"lncRNA",165,7018,"1","0"
"LOC105371661",16982,1,3,"lncRNA",86,8345,"1","0"
"RGS18",27363,2,6,"protein_coding",167,1947,"1","0"
"LOC105371662",3577,1,3,"lncRNA",79,1611.5,"1","0"
"RGS21",50327,1,5,"protein_coding",114,9184,"1","0"
"LOC105371664",116009,1,5,"lncRNA",81,30017,"1","0"
"RGS1",4251,1,5,"protein_coding",157,579.5,"1","0"
"RGS13",24094,1,7,"protein_coding",71,2399,"1","0"
"LOC105371665",37602,2,6,"lncRNA",143,1628.5,"1","0"
"RGS2",3236,1,5,"protein_coding",143,401.5,"1","0"
"LOC105371668",32397,1,3,"lncRNA",174,15967.5,"1","0"
"LOC105371667",17901,1,3,"lncRNA",200,8127,"1","0"
"RGS2-AS1",12514,1,3,"lncRNA",155,6040,"4","0"
"UCHL5",47822,13,27,"protein_coding",106,1731,"1","0"
"RO60",32351,5,19,"protein_coding",147,1870,"1","0"
"GLRX2",9650,3,7,"protein_coding",177,3380,"1","0"
"CDC73",132820,2,18,"protein_coding",89,3388,"4","0"
"B3GALT2",7883,1,2,"protein_coding",1774,4336,"1","0"
"LINC01031",61227,1,4,"lncRNA",168.5,14418,"1","0"
"LOC124904475",767112,1,9,"lncRNA",110,22428,"1","0"
"LOC124904476",11542,1,3,"lncRNA",341,5245,"1","0"
"LOC107985242",200479,4,8,"lncRNA",221,32797,"1","0"
"LOC105371670",8704,1,3,"lncRNA",76,4223.5,"1","0"
"LOC107985458",32931,1,3,"lncRNA",79,16369.5,"1","0"
"LOC105371671",147487,1,3,"lncRNA",161,73420.5,"1","0"
"LOC105371672",16434,1,5,"lncRNA",214,1824,"1","0"
"LINC01724",43816,1,4,"lncRNA",198,15458,"1","0"
"LOC105371674",4087,1,3,"lncRNA",102,1879,"1","0"
"KCNT2",382937,9,41,"protein_coding",109,5282.5,"1","0"
"LOC124904597",23642,1,2,"lncRNA",11339,965,"1","0"
"CFH",95539,2,23,"protein_coding",177,1955,"1","0"
"LOC105371675",25998,1,3,"lncRNA",279,10334.5,"1","0"
"CFHR2",15889,3,11,"protein_coding",183,7382,"1","0"
"CFHR5",34659,2,11,"protein_coding",181.5,1996,"1","0"
"ASPM",62542,1,28,"protein_coding",167,1140,"4","0"
"ZBTB41",47631,4,15,"protein_coding",106.5,2322,"4","0"
"CRB1",276957,7,25,"protein_coding",196,5498,"1","0"
"LOC124904477",14778,1,3,"lncRNA",135,7195,"1","0"
"DENND1B",275009,15,37,"protein_coding",83,5836,"1","0"
"C1orf53",4733,1,3,"protein_coding",214,2067,"1","0"
"LHX9",23020,5,10,"protein_coding",279.5,1976,"1","0"
"LOC105371677",67562,1,2,"lncRNA",366.5,66830,"1","0"
"ATP6V1G3",17722,2,7,"protein_coding",112,5515,"1","0"
"PTPRC",118971,7,39,"protein_coding",121.5,1501,"1","0"
"MIR181A1HG",129814,1,3,"lncRNA",204,64605.5,"1","0"
"LINC01222",26399,1,3,"lncRNA",183,12816,"1","0"
"LINC01221",60603,1,3,"lncRNA",212,29971,"1","0"
"LOC107985243",79140,1,3,"lncRNA",152,38843,"1","0"
"LINC02789",244741,1,4,"lncRNA",123,12703,"1","0"
"LOC105371680",11451,1,5,"lncRNA",130,1822.5,"1","0"
"LOC105371682",11817,1,3,"lncRNA",38,5848,"1","0"
"NR5A2",149626,6,13,"protein_coding",148,9495,"1","0"
"LOC107985244",8287,1,3,"lncRNA",55,3965.5,"1","0"
"LINC00862",31259,1,5,"lncRNA",146,2049,"1","0"
"ZNF281",78623,4,11,"protein_coding",2430.5,226,"1","0"
"LOC107985459",11519,2,4,"lncRNA",125.5,5451,"1","0"
"KIF14",69411,7,42,"protein_coding",128.5,1426,"4","0"
"DDX59",29106,11,19,"protein_coding",168,3015,"1","0"
"DDX59-AS1",24805,1,3,"lncRNA",122,12035,"1","0"
"CAMSAP2",121765,1,19,"protein_coding",128,2306,"1","0"
"INAVA",24161,2,13,"protein_coding",174,1017,"1","0"
"MROH3P",37708,1,16,"transcribed_pseudogene",139.5,651,"1","0"
"KIF21B",54320,4,40,"protein_coding",165.5,558,"1","0"
"LOC101929305",19195,6,17,"lncRNA",198,3686,"1","0"
"ASCL5",13241,1,2,"protein_coding",1018,11206,"1","0"
"TMEM9",36781,2,16,"protein_coding",109,2788,"1","0"
"IGFN1",38498,4,34,"protein_coding",171.5,949,"1","0"
"PKP1",49524,1,15,"protein_coding",156,1111,"1","0"
"LOC101929326",1453,1,3,"lncRNA",381,219,"1","0"
"LAD1",18482,1,10,"protein_coding",96,529,"1","0"
"LOC101929343",3001,1,2,"lncRNA",1000,1002,"1","0"
"TNNI1",17935,1,9,"protein_coding",90,1239.5,"1","0"
"PHLDA3",4912,1,4,"protein_coding",846,1031,"4","0"
"CSRP1",23599,3,9,"protein_coding",130,3476,"4","0"
"CSRP1-AS1",27559,3,5,"lncRNA",207,14793.5,"1","0"
"NAV1",287839,3,36,"protein_coding",152,775,"1","0"
"IPO9-AS1",141283,1,3,"lncRNA",158,70221,"1","0"
"LOC124904483",13361,1,3,"lncRNA",582,3283.5,"1","0"
"IPO9",55112,1,24,"protein_coding",126,818,"5","0"
"SHISA4",3910,2,6,"protein_coding",169,738,"1","0"
"LMOD1",50006,1,3,"protein_coding",1515,23040,"1","0"
"TIMM17A",15193,1,6,"protein_coding",105.5,1728,"1","0"
"RNPEP",23464,2,13,"protein_coding",143,1211,"1","0"
"ELF3-AS1",10288,1,2,"lncRNA",415.5,9458,"1","0"
"ELF3",6596,2,11,"protein_coding",171,255.5,"1","0"
"LOC105371684",32306,2,4,"lncRNA",120.5,11468.5,"1","0"
"GPR37L1",14901,2,3,"protein_coding",3263.5,4154,"1","0"
"LOC105371683",2128,1,3,"lncRNA",147,848.5,"1","0"
"ARL8A",11321,1,7,"protein_coding",87.5,633,"1","0"
"PTPN7",14589,9,24,"protein_coding",138,1209,"1","0"
"PTPRVP",21400,1,22,"transcribed_pseudogene",162.5,238,"1","0"
"LGR6",130499,9,26,"protein_coding",72,2438,"1","0"
"LOC101929388",11857,3,9,"lncRNA",116.5,659,"1","0"
"UBE2T",10275,1,8,"protein_coding",99,816.5,"1","0"
"PPP1R12B",243695,13,44,"protein_coding",126,3036,"4","0"
"SYT2",120243,5,14,"protein_coding",168,1170.5,"1","0"
"KDM5B",84385,3,31,"protein_coding",159,1534,"1","0"
"LOC124904583",15699,1,3,"protein_coding",111,7078,"1","0"
"PCAT6",967,1,3,"lncRNA",382,204,"1","0"
"MGAT4EP",6968,1,3,"transcribed_pseudogene",650,2075,"1","0"
"ACTG1P25",13491,1,3,"transcribed_pseudogene",80,5585,"1","0"
"RABIF",10869,1,2,"protein_coding",1559.5,7751,"1","0"
"KLHL12",37504,2,14,"protein_coding",156.5,1366,"1","0"
"ADIPOR1",17751,5,14,"protein_coding",187.5,1537,"1","0"
"CYB5R1",5383,1,9,"protein_coding",100,430.5,"1","0"
"MGAT4FP",20804,1,5,"transcribed_pseudogene",156,1226.5,"1","0"
"TMEM183A",17491,2,16,"protein_coding",168,1615,"1","0"
"PPFIA4",52274,1,32,"protein_coding",133,583,"4","0"
"LOC105371687",361,1,2,"lncRNA",122,118,"1","0"
"MYOG",2882,1,3,"protein_coding",522,689.5,"1","0"
"MYOPARR",4553,1,3,"lncRNA",202,1151.5,"1","0"
"ADORA1",39678,1,7,"protein_coding",300.5,352,"1","0"
"MYBPH",11034,3,16,"protein_coding",160,454,"1","0"
"LOC124904485",660,1,2,"lncRNA",277,107,"1","0"
"CHIT1",14023,2,14,"protein_coding",124.5,809,"1","0"
"LINC01353",1646,2,5,"lncRNA",278,226,"1","0"
"BTG2-DT",6581,1,4,"lncRNA",473,2006.5,"1","0"
"BTG2",4072,1,2,"protein_coding",1364,1345,"1","0"
"FMOD",10498,1,3,"protein_coding",978.5,8542,"1","0"
"LOC102723529",27117,3,14,"lncRNA",168,1277,"1","0"
"BMNCR",2889,1,3,"lncRNA",645,542.5,"1","0"
"PRELP",15569,1,4,"protein_coding",989,4899,"1","0"
"OPTC",15136,1,8,"protein_coding",177.5,1565,"1","0"
"LOC105371688",16109,2,9,"lncRNA",442,1295,"1","0"
"LOC124904488",19429,1,3,"lncRNA",197,9391.5,"1","0"
"ATP2B4",117233,3,24,"protein_coding",195,1188,"1","0"
"LOC102723543",7358,1,2,"lncRNA",601,6157,"1","0"
"LAX1",11174,2,8,"protein_coding",110.5,857,"1","0"
"ZBED6",59264,2,18,"protein_coding",122,1372.5,"4","0"
"SNRPE",9528,2,8,"protein_coding",79,1440,"1","0"
"LOC105371689",12151,1,3,"lncRNA",121,5449.5,"1","0"
"LINC00303",8829,1,6,"lncRNA",146.5,697,"1","0"
"SOX13",54635,2,16,"protein_coding",129.5,454,"1","0"
"ETNK2",20972,4,12,"protein_coding",143,2650,"1","0"
"ERLNC1",1601,1,3,"lncRNA",361,238,"1","0"
"REN",11518,1,10,"protein_coding",133,613,"1","0"
"KISS1",6601,1,3,"protein_coding",141,2944,"1","0"
"PLEKHA6",159515,22,48,"protein_coding",130,1376.5,"1","0"
"PPP1R15B",15853,2,5,"protein_coding",2629.5,3179,"1","0"
"PIK3C2B",71998,1,37,"protein_coding",125,969.5,"1","0"
"MDM4",41726,3,16,"protein_coding",104,2179,"1","0"
"LOC105371692",64026,5,25,"lncRNA",173,2845.5,"1","0"
"LRRN2",68564,1,3,"protein_coding",1734,65097,"1","0"
"LOC124904490",3086,1,3,"lncRNA",89,1425.5,"1","0"
"LOC105371693",6242,1,2,"lncRNA",478,5287,"1","0"
"LOC105371695",14791,1,5,"lncRNA",88,3733.5,"1","0"
"LOC105371694",7937,2,4,"lncRNA",88,1144,"1","0"
"NFASC",194161,7,40,"protein_coding",144,1858,"1","0"
"CNTN2",35342,3,28,"protein_coding",151,441,"1","0"
"TMCC2",45402,6,12,"protein_coding",540,1236,"1","0"
"NUAK2",19682,3,10,"protein_coding",133,1356.5,"1","0"
"KLHDC8A",20978,3,11,"protein_coding",216,902,"4","0"
"LEMD1-AS1",14188,1,4,"lncRNA",227.5,3087,"1","0"
"LOC105371698",1740,1,3,"lncRNA",219,621,"1","0"
"LEMD1",68536,2,9,"protein_coding",98.5,2430,"1","0"
"BLACAT1",21163,4,5,"protein_coding",3153.5,14857,"1","0"
"LEMD1-DT",12970,1,3,"lncRNA",186,5106.5,"1","0"
"CDK18",28120,7,24,"protein_coding",110.5,606,"1","0"
"MFSD4A-AS1",15077,1,5,"lncRNA",156,1322,"1","0"
"MFSD4A",33917,1,10,"protein_coding",171.5,1280,"1","0"
"LOC124904491",11225,1,3,"lncRNA",276,4747,"1","0"
"ELK4",24072,2,6,"protein_coding",380,2838,"1","0"
"SLC45A3",22671,1,5,"protein_coding",402,1527.5,"1","0"
"LOC105371701",722,1,3,"lncRNA",121,151,"1","0"
"SLC41A1",24086,2,12,"protein_coding",147,1010,"1","0"
"PM20D1",22110,1,13,"protein_coding",110,1487,"1","0"
"LOC107985250",5058,2,3,"lncRNA",481,2415.5,"1","0"
"PM20D1-AS1",34008,2,5,"lncRNA",493.5,3007.5,"1","0"
"SLC26A9-AS1",42545,2,5,"lncRNA",129,4449,"1","0"
"RAB7B",26600,3,8,"protein_coding",179.5,3597.5,"1","0"
"CTSE",14632,1,10,"protein_coding",123,1708,"1","0"
"RHEX",49316,2,7,"protein_coding",104,1337,"1","0"
"LOC105372857",18952,1,3,"lncRNA",44,6876,"1","0"
"AVPR1B",10456,1,2,"protein_coding",2515.5,5426,"2","0"
"LOC105372869",7882,1,5,"lncRNA",156,3737,"1","0"
"LOC105372873",18517,1,2,"lncRNA",152.5,18213,"1","0"
"FAM72A",19599,5,16,"protein_coding",148,3933,"1","0"
"SRGAP2",260885,11,37,"protein_coding",129,3844.5,"1","0"
"LOC124905748",862,1,2,"lncRNA",68,727,"1","0"
"IKBKE",26397,3,27,"protein_coding",112,736,"1","0"
"IKBKE-AS1",6613,1,2,"lncRNA",1048,4518,"1","0"
"RASSF5",81911,2,7,"protein_coding",298,1530,"1","0"
"DYRK3",19621,3,6,"protein_coding",178.5,1094,"1","0"
"LOC124904496",3147,1,3,"lncRNA",416,951.5,"1","0"
"LOC124904495",2612,1,3,"lncRNA",917,218.5,"1","0"
"MAPKAPK2",49403,3,14,"protein_coding",105.5,374,"1","0"
"IL10",4892,3,8,"protein_coding",214.5,855,"1","0"
"IL19",72287,4,12,"protein_coding",146,1448,"1","0"
"LOC105372878",1781,1,3,"lncRNA",296,497,"1","0"
"IL20",5657,2,9,"protein_coding",110.5,287,"1","0"
"IL24",8023,2,9,"protein_coding",159,841,"1","0"
"PIGR",17961,2,12,"protein_coding",181,1054,"1","0"
"FCAMR",12671,3,13,"protein_coding",139,1193,"1","0"
"PFKFB2",46643,10,27,"protein_coding",102,752,"1","0"
"YOD1",9311,3,6,"protein_coding",387,964,"1","0"
"C4BPB",11136,4,13,"protein_coding",174,1524,"1","0"
"LOC107985251",195011,7,12,"lncRNA",101,15916.5,"1","0"
"CD55",39295,3,18,"protein_coding",126,1990,"1","0"
"LOC105372880",8544,1,3,"lncRNA",268,3906,"1","0"
"CR2",35580,1,20,"protein_coding",163,637,"1","0"
"CR1",127032,1,41,"protein_coding",177,1970.5,"1","0"
"CR1L",78566,1,12,"protein_coding",101.5,5580,"1","0"
"CD46",43495,4,19,"protein_coding",86,1996,"1","0"
"MIR29B2CHG",21174,1,6,"lncRNA",176,4063,"1","0"
"CD34",30158,3,10,"protein_coding",161,676,"1","0"
"LOC107985253",6725,2,6,"lncRNA",190,1435,"1","0"
"LINC02767",9154,1,4,"lncRNA",125,3215,"1","0"
"PLXNA2",222114,2,34,"protein_coding",151.5,1942,"1","0"
"LOC105372887",3900,1,4,"lncRNA",70,425,"1","0"
"LOC124904499",1775,1,3,"lncRNA",88,745.5,"1","0"
"LOC124904500",7221,1,2,"lncRNA",2964,1294,"1","0"
"LOC105372884",19131,1,5,"lncRNA",119,3987.5,"1","0"
"LOC124905749",1440,1,2,"lncRNA",658,125,"1","0"
"LOC105372889",82922,1,7,"lncRNA",105,1311,"1","0"
"LOC107985460",20416,2,4,"lncRNA",115,6263,"1","0"
"LINC01735",7697,1,2,"lncRNA",1442,4814,"1","0"
"LINC02769",12269,1,3,"lncRNA",173,4477.5,"1","0"
"LOC105372892",57087,5,11,"lncRNA",93,4071,"1","0"
"LINC01717",4496,1,4,"lncRNA",111,540,"1","0"
"LOC107985255",316314,1,3,"lncRNA",497,155486,"1","0"
"LINC01774",2853,1,2,"lncRNA",297.5,2259,"1","0"
"LOC105372895",11192,1,3,"lncRNA",447,3641,"1","0"
"LOC105372896",55257,2,6,"lncRNA",241,5037,"1","0"
"LINC01696",3075,1,3,"lncRNA",125,1292,"1","0"
"LINC01698",7635,1,3,"lncRNA",161,3525.5,"1","0"
"MIR205HG",3718,1,6,"lncRNA",228,697.5,"1","0"
"LOC105372898",27048,1,7,"lncRNA",128,1991.5,"1","0"
"LOC105372899",854,1,3,"lncRNA",84,316.5,"1","0"
"LOC107985256",9275,1,3,"lncRNA",241,4310,"1","0"
"CAMK1G",30200,3,15,"protein_coding",121,1227.5,"1","0"
"LAMB3",39173,7,30,"protein_coding",158.5,785,"1","0"
"HSD11B1-AS1",81199,3,5,"lncRNA",151,6749,"1","0"
"G0S2",976,1,2,"protein_coding",437,103,"1","0"
"HSD11B1",48753,2,9,"protein_coding",144,779,"1","0"
"TRAF3IP3",26265,10,26,"protein_coding",114,847,"1","0"
"C1orf74",5351,1,2,"protein_coding",2342,668,"1","0"
"IRF6",20527,1,9,"protein_coding",196,1201.5,"1","0"
"UTP25",29595,1,12,"protein_coding",201,1698,"1","0"
"SYT14",232937,7,21,"protein_coding",205,7240,"4","0"
"SERTAD4-AS1",2430,1,2,"lncRNA",283.5,1864,"1","0"
"SERTAD4",13835,4,7,"protein_coding",192,1653,"1","0"
"HHAT",352120,8,20,"protein_coding",151,24546,"1","0"
"LOC105372901",45015,1,4,"lncRNA",220,12405,"1","0"
"KCNH1-IT1",1095,1,2,"lncRNA",467.5,161,"1","0"
"LOC105372902",1385,1,2,"lncRNA",613,160,"1","0"
"RCOR3",57055,8,26,"protein_coding",125,2905,"1","0"
"TRAF5",48309,3,14,"protein_coding",102,1804,"1","0"
"LINC00467",49788,1,6,"lncRNA",116,6040,"1","0"
"LOC107985259",1458,1,2,"lncRNA",571.5,316,"1","0"
"RD3",15626,1,4,"protein_coding",394,6060,"1","0"
"LOC107985261",19219,1,3,"lncRNA",313,9210.5,"1","0"
"LOC107985260",13753,1,4,"lncRNA",153,3283,"1","0"
"SLC30A1",7593,1,2,"protein_coding",2946.5,1701,"1","0"
"LOC105372903",8025,1,3,"lncRNA",783,1208,"1","0"
"NTRAS",14826,1,3,"lncRNA",142,7012,"1","0"
"NEK2",17387,3,10,"protein_coding",220,949,"1","0"
"NEK2-DT",11692,1,4,"lncRNA",173,1198,"1","0"
"LOC105372904",2947,1,3,"lncRNA",199,1141,"1","0"
"LPGAT1",87297,5,16,"protein_coding",141.5,4171,"1","0"
"LPGAT1-AS1",24051,3,11,"lncRNA",142,4163.5,"1","0"
"INTS7",95077,2,24,"protein_coding",135,2626.5,"4","0"
"DTL",69283,3,17,"protein_coding",113,2159.5,"1","0"
"LINC02608",72003,3,7,"lncRNA",78,4695,"1","0"
"PPP2R5A",74964,2,14,"protein_coding",109,1631.5,"1","0"
"PACC1",50970,2,11,"protein_coding",145,3194,"1","0"
"LOC105372906",2855,2,5,"lncRNA",187,1092,"1","0"
"NENF",13476,1,4,"protein_coding",201,6311,"1","0"
"LOC105372908",8396,1,2,"lncRNA",174,8049,"1","0"
"LINC01740",10353,1,3,"lncRNA",72,5010.5,"1","0"
"ATF3",55367,6,15,"protein_coding",114,2385.5,"4","0"
"BATF3",13433,2,5,"protein_coding",168,6299,"1","0"
"NSL1",65630,1,8,"protein_coding",189.5,3892,"1","0"
"TATDN3",24944,2,14,"protein_coding",89.5,2683,"1","0"
"SPATA45",17514,1,3,"protein_coding",121,8504.5,"1","0"
"FLVCR1-DT",1534,1,3,"lncRNA",344,847,"1","0"
"LOC124904507",4622,1,3,"lncRNA",1027,681,"1","0"
"VASH2",41050,1,10,"protein_coding",158,4467,"1","0"
"ANGEL2",23680,9,19,"protein_coding",253,2352,"1","0"
"RPS6KC1",807959,7,32,"protein_coding",116,10893,"1","0"
"PROX1-AS1",166548,1,6,"lncRNA",113,19793,"1","0"
"PROX1",58323,10,15,"protein_coding",195,7308.5,"5","0"
"LINC02775",58253,1,4,"lncRNA",219,13082,"1","0"
"SMYD2",55947,2,12,"protein_coding",111,2443,"5","0"
"PTPN14",203089,3,24,"protein_coding",129,3531.5,"1","0"
"LOC124904508",2814,1,3,"lncRNA",619,416,"1","0"
"CENPF",61347,2,21,"protein_coding",170,1529,"1","0"
"LOC105372916",11724,1,3,"lncRNA",177,5611,"1","0"
"KCNK2",231874,3,11,"protein_coding",187,30324,"1","0"
"LOC124904598",11873,1,3,"lncRNA",112,5764,"1","0"
"LOC124904599",715,1,2,"lncRNA",285.5,145,"1","0"
"KCTD3",54504,3,23,"protein_coding",125,1782,"1","0"
"USH2A",800488,2,73,"protein_coding",184,5120,"1","0"
"USH2A-AS2",14479,1,3,"lncRNA",136,7009.5,"1","0"
"USH2A-AS1",44312,3,6,"lncRNA",251,8104,"1","0"
"LOC107985596",25625,1,3,"lncRNA",130,12568.5,"1","0"
"ESRRG",635194,22,39,"protein_coding",162,44757,"1","0"
"LOC107985461",4621,1,3,"lncRNA",217,2018.5,"1","0"
"LOC105372920",11064,1,4,"lncRNA",112,1558,"1","0"
"GPATCH2",204052,6,17,"protein_coding",179,3069,"1","0"
"SPATA17",240136,2,13,"protein_coding",104,17642.5,"1","0"
"SPATA17-AS1",3920,1,3,"lncRNA",159,1750.5,"1","0"
"LINC00210",27919,1,4,"lncRNA",168,6221,"1","0"
"LOC105372922",127073,1,8,"lncRNA",142,1093,"1","0"
"LINC01653",15655,1,4,"lncRNA",263.5,4898,"4","0"
"LOC105372923",3535,2,4,"lncRNA",148.5,1487.5,"1","0"
"TGFB2-AS1",1482,1,3,"lncRNA",214,463,"1","0"
"TGFB2",99292,1,9,"protein_coding",143.5,3706,"1","0"
"LINC02869",15888,1,3,"lncRNA",98,7563,"1","0"
"LOC105372924",22064,1,4,"lncRNA",89,3008,"1","0"
"LINC01710",5754,1,5,"lncRNA",46,1453,"1","0"
"LOC124904513",5980,1,3,"lncRNA",183,2632,"1","0"
"LYPLAL1-DT",92789,1,5,"lncRNA",166,11673,"1","0"
"LYPLAL1",271560,16,37,"protein_coding",143,9341,"1","0"
"LOC107984018",25471,3,6,"lncRNA",222,3656,"1","0"
"LYPLAL1-AS1",122140,1,4,"lncRNA",156.5,32500,"1","0"
"ZC3H11B",5183,2,4,"protein_coding",2364,371,"1","0"
"LOC105372926",198640,3,13,"lncRNA",169,3247,"1","0"
"SLC30A10",48524,3,7,"protein_coding",385.5,5402.5,"1","0"
"LOC107985281",6308,1,3,"lncRNA",228,2713.5,"1","0"
"EPRS1",78007,1,32,"protein_coding",138.5,1256,"1","0"
"BPNT1",32428,10,21,"protein_coding",105.5,2965,"1","0"
"IARS2",53909,1,23,"protein_coding",126,1496,"1","0"
"LOC105373475",1015,1,2,"lncRNA",348,320,"1","0"
"RAB3GAP2",124166,1,35,"protein_coding",102,1453.5,"4","0"
"LOC105372928",6852,2,7,"lncRNA",480.5,2690,"1","0"
