"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"RNU6-1298P",100,NA,NA,"pseudogene"
"PPM1K",26948,7,16,"protein_coding"
"RNU6-112P",101,NA,NA,"pseudogene"
"PPM1K-DT",56703,2,7,"lncRNA"
"LOC105377326",707,1,2,"lncRNA"
"HERC6",64932,3,26,"protein_coding"
"LOC102723458",56223,11,18,"lncRNA"
"HERC5",49040,1,23,"protein_coding"
"NCOA4P2",3484,NA,NA,"pseudogene"
"PYURF",2777,1,2,"protein_coding"
"PIGY-DT",1181,1,3,"lncRNA"
"HERC3",184737,3,31,"protein_coding"
"LOC100129137",605,NA,NA,"pseudogene"
"RN7SKP244",306,NA,NA,"pseudogene"
"RNU6-33P",106,NA,NA,"pseudogene"
"NAP1L5",1916,1,1,"protein_coding"
"FAM13A-AS1",20314,1,5,"lncRNA"
"FAM13A",331026,10,35,"protein_coding"
"LOC105377327",42925,2,6,"lncRNA"
"TIGD2",3731,2,3,"protein_coding"
"RNU6-907P",101,NA,NA,"pseudogene"
"GPRIN3",71425,5,11,"protein_coding"
"LOC105377328",29106,2,6,"lncRNA"
"LOC124900855",13114,1,6,"protein_coding"
"LOC105377329",94130,5,10,"lncRNA"
"LOC124900602",45082,3,8,"lncRNA"
"SNCA",114175,8,15,"protein_coding"
"LOC124900856",5835,2,4,"lncRNA"
"SNCA-AS1",5595,1,4,"lncRNA"
"MMRN1",75110,3,11,"protein_coding"
"LOC105377331",35195,1,4,"lncRNA"
"CCSER1",1472913,30,48,"protein_coding"
"RN7SKP248",304,NA,NA,"pseudogene"
"TMSB4XP8",617,NA,NA,"pseudogene"
"LOC124900733",56636,2,5,"lncRNA"
"KRT19P6",208,NA,NA,"pseudogene"
"LOC112268468",2255,1,2,"lncRNA"
"PMPCAP1",2106,NA,NA,"pseudogene"
"LNCPRESS2",14804,1,3,"lncRNA"
"GRID2",1495318,15,33,"protein_coding"
"MTND1P19",290,NA,NA,"pseudogene"
"RACK1P3",1047,NA,NA,"pseudogene"
"RNA5SP164",109,NA,NA,"pseudogene"
"ATOH1",2211,1,1,"protein_coding"
"SMARCAD1-DT",89719,1,9,"lncRNA"
"HMGB3P15",625,NA,NA,"pseudogene"
"SMARCAD1",83719,8,41,"protein_coding"
"HPGDS",44289,1,6,"protein_coding"
"RPL35AP11",429,NA,NA,"pseudogene"
"PDLIM5",215936,3,25,"protein_coding"
"BMPR1B-DT",13868,1,3,"lncRNA"
"BMPR1B",400040,8,23,"protein_coding"
"UNC5C",386945,2,21,"protein_coding"
"LOC124900736",21227,1,3,"lncRNA"
"UNC5C-AS1",38574,2,6,"lncRNA"
"RPL30P6",338,NA,NA,"pseudogene"
"PDHA2",1371,1,1,"protein_coding"
"RNU6-34P",104,NA,NA,"pseudogene"
"LOC100418701",344,NA,NA,"pseudogene"
"LINC02267",507398,1,4,"lncRNA"
"RN7SKP28",239,NA,NA,"pseudogene"
"COX7A2P2",426,NA,NA,"pseudogene"
"STPG2-AS1",123214,1,6,"lncRNA"
"STPG2",702401,6,20,"protein_coding"
"CRYZP2",3006,NA,NA,"pseudogene"
"RPL5P12",747,NA,NA,"pseudogene"
"DUTP8",612,NA,NA,"pseudogene"
"LOC105377340",23399,3,6,"lncRNA"
"RAP1GDS1",182486,4,21,"protein_coding"
"LOC124900919",152,NA,NA,"pseudogene"
"RPL21P48",546,NA,NA,"pseudogene"
"TSPAN5",188235,4,11,"protein_coding"
"LOC112267901",19907,1,3,"lncRNA"
"TSPAN5-DT",5649,1,3,"lncRNA"
"LOC107986231",271,NA,NA,"pseudogene"
"BTF3P13",871,NA,NA,"pseudogene"
"LOC105377343",78948,2,6,"lncRNA"
"EIF4E",49858,1,10,"protein_coding"
"TBCAP3",522,NA,NA,"pseudogene"
"FAM177A1P1",8976,NA,NA,"pseudogene"
"RNU7-149P",58,NA,NA,"pseudogene"
"NDUFS5P4",484,NA,NA,"pseudogene"
"METAP1",67059,10,21,"protein_coding"
"MIR3684",73,2,2,"miRNA"
"ABT1P1",1033,NA,NA,"pseudogene"
"ADH5",17808,1,9,"protein_coding"
"LOC100507053",212412,1,10,"lncRNA"
"ADH4",20647,1,11,"protein_coding"
"PCNAP1",1054,1,1,"transcribed_pseudogene"
"PCNAP2",136,NA,NA,"pseudogene"
"ADH6",16607,1,10,"protein_coding"
"ADH1A",14623,1,9,"protein_coding"
"ADH1B",16397,1,10,"protein_coding"
"ADH1C",16251,1,10,"protein_coding"
"LOC102723576",26890,3,8,"lncRNA"
"ADH7",23081,2,10,"protein_coding"
"C4orf17",31276,2,10,"protein_coding"
"TRMT10A",17329,2,12,"protein_coding"
"MTTP",60527,2,20,"protein_coding"
"C4orf54",21306,2,4,"protein_coding"
"DAPP1",55496,6,16,"protein_coding"
"LAMTOR3",16210,2,10,"protein_coding"
"DNAJB14",50371,6,17,"protein_coding"
"H2AZ1",2187,1,5,"protein_coding"
"H2AZ1-DT",87210,1,4,"lncRNA"
"LOC644721",961,NA,NA,"pseudogene"
"DYNLL1P6",260,NA,NA,"pseudogene"
"LOC107986232",2229,1,3,"lncRNA"
"DDIT4L",4598,1,3,"protein_coding"
"DDIT4L-AS1",25443,1,5,"lncRNA"
"SNORA101A",120,1,1,"snoRNA"
"EMCN",122666,2,13,"protein_coding"
"LOC105377345",14715,1,3,"lncRNA"
"LINC01216",14832,1,4,"lncRNA"
"LINC01217",6187,1,3,"lncRNA"
"PPP3CA",323522,1,14,"protein_coding"
"MIR8066",77,2,2,"miRNA"
"MIR1255A",112,2,2,"miRNA"
"FLJ20021",1106,1,2,"lncRNA"
"LOC107986297",64352,2,4,"lncRNA"
"RNU6-462P",104,NA,NA,"pseudogene"
"BANK1",284039,2,18,"protein_coding"
"MTND5P5",380,NA,NA,"pseudogene"
"SLC39A8",94449,9,23,"protein_coding"
"RN7SL728P",299,NA,NA,"pseudogene"
"LOC105377621",84050,1,5,"lncRNA"
"LOC100419863",1169,NA,NA,"pseudogene"
"NFKB1",115961,4,29,"protein_coding"
"LOC124900742",6200,2,4,"lncRNA"
"LOC105377347",23458,3,8,"lncRNA"
"MANBA",130156,2,19,"protein_coding"
"RPL21P49",535,NA,NA,"pseudogene"
"LRRC37A15P",3447,NA,NA,"pseudogene"
"KRT8P46",1725,NA,NA,"pseudogene"
"LOC100288914",1188,NA,NA,"pseudogene"
"LOC100419096",1588,NA,NA,"pseudogene"
"LOC102723704",22574,1,5,"lncRNA"
"UBE2D3",74881,6,17,"protein_coding"
"UBE2D3-AS1",16012,2,4,"lncRNA"
"RNU7-151P",52,NA,NA,"pseudogene"
"LOC124900903",103,1,1,"snoRNA"
"CISD2",23826,1,3,"protein_coding"
"SLC9B1",132220,2,16,"protein_coding"
"PABPC1P7",1939,NA,NA,"pseudogene"
"ACTR3BP4",1840,NA,NA,"pseudogene"
"SLC9B2",59294,4,16,"protein_coding"
"BDH2",22242,2,14,"protein_coding"
"CENPE",92502,1,50,"protein_coding"
"LINC02428",14756,1,4,"lncRNA"
"DDX3P3",4527,NA,NA,"pseudogene"
"TACR3",133968,1,5,"protein_coding"
"RNU6-635P",101,NA,NA,"pseudogene"
"LOC105377350",114266,1,3,"lncRNA"
"CXXC4",26585,3,6,"protein_coding"
"CXXC4-AS1",206372,1,10,"lncRNA"
"LOC124900745",141692,2,10,"lncRNA"
"RPL6P14",845,NA,NA,"pseudogene"
"LOC105377351",2356,1,3,"lncRNA"
"RNU6-351P",99,NA,NA,"pseudogene"
"LOC100288146",1325,NA,NA,"pseudogene"
"LOC124906435",8345,2,6,"lncRNA"
"TET2",133939,9,22,"protein_coding"
"TET2-AS1",181527,1,6,"lncRNA"
"RN7SL89P",282,NA,NA,"pseudogene"
"PPA2",104955,2,13,"protein_coding"
"RNU6-553P",102,NA,NA,"pseudogene"
"EEF1A1P9",1750,NA,NA,"pseudogene"
"PIMREGP2",1502,NA,NA,"pseudogene"
"ATP5F1EP1",418,NA,NA,"pseudogene"
"LOC105377352",15433,5,12,"lncRNA"
"ARHGEF38",130312,9,29,"protein_coding"
"ARHGEF38-IT1",8647,1,3,"lncRNA"
"INTS12",26121,4,13,"protein_coding"
"LOC124900748",6047,1,3,"lncRNA"
"GSTCD",138933,7,20,"protein_coding"
"LOC107986190",2925,1,2,"lncRNA"
"GSTCD-AS1",12027,1,4,"lncRNA"
"NPNT",76201,2,16,"protein_coding"
"LOC124906436",6433,1,2,"lncRNA"
"LOC101929577",19148,1,4,"lncRNA"
"TBCK",275058,15,39,"protein_coding"
"LOC124900750",17941,3,8,"lncRNA"
"AIMP1",33912,4,10,"protein_coding"
"GIMD1",11387,1,3,"protein_coding"
"LINC02173",19808,1,4,"lncRNA"
"LOC105377356",283475,2,7,"lncRNA"
"ACTR6P1",1070,NA,NA,"pseudogene"
"DKK2",114515,1,4,"protein_coding"
"VN1R22P",398,NA,NA,"pseudogene"
"VN1R23P",299,NA,NA,"pseudogene"
"RAC1P5",2104,NA,NA,"pseudogene"
"LOC102725220",19750,2,5,"lncRNA"
"RNU6-551P",102,NA,NA,"pseudogene"
"LOC105377358",47939,1,3,"lncRNA"
"PAPSS1",106565,3,14,"protein_coding"
"SGMS2",90470,4,15,"protein_coding"
"CYP2U1-AS1",68626,1,7,"lncRNA"
"RNU6-733P",103,NA,NA,"pseudogene"
"LOC107986298",82055,2,3,"lncRNA"
"CYP2U1",23626,2,6,"protein_coding"
"LOC107986299",1950,1,3,"lncRNA"
"HADH",45285,3,12,"protein_coding"
"LEF1",121371,5,16,"protein_coding"
"LEF1-AS1",8905,2,4,"lncRNA"
"ZACNP1",20301,NA,NA,"pseudogene"
"RPSAP34",722,NA,NA,"pseudogene"
"LOC124900168",1950,NA,NA,"pseudogene"
"EXOC7P1",461,NA,NA,"pseudogene"
"RPL34-DT",82318,1,4,"lncRNA"
"LOC101929621",3160,1,2,"lncRNA"
"LOC124906437",20635,1,4,"misc_RNA"
"RPL34",9909,3,10,"protein_coding"
"OSTC",17275,1,5,"protein_coding"
"RNU6-431P",105,NA,NA,"pseudogene"
"ETNPPL",20957,1,16,"protein_coding"
"RCC2P8",1142,NA,NA,"pseudogene"
"COL25A1",494259,7,56,"protein_coding"
"LOC124900756",24177,1,3,"lncRNA"
"LOC124900754",19534,1,4,"lncRNA"
"COL25A1-DT",13100,1,3,"lncRNA"
"RBMXP4",1477,NA,NA,"pseudogene"
"SEC24B-AS1",3854,1,3,"lncRNA"
"SEC24B",107083,5,32,"protein_coding"
"RN7SL55P",296,NA,NA,"pseudogene"
"MIR576",97,3,3,"miRNA"
"SETP20",1084,NA,NA,"pseudogene"
"CDC42P4",705,NA,NA,"pseudogene"
"MCUB",128295,2,9,"protein_coding"
"LOC124900755",5617,1,3,"lncRNA"
"CASP6",44147,3,9,"protein_coding"
"HIGD1AP14",542,NA,NA,"pseudogene"
"PLA2G12A",20050,1,4,"protein_coding"
"CFI",72113,6,24,"protein_coding"
"GAR1",9224,3,9,"protein_coding"
"RRH",16970,1,7,"protein_coding"
"LRIT3",24223,3,6,"protein_coding"
"KRT19P3",946,NA,NA,"pseudogene"
"EGF",100883,1,24,"protein_coding"
"RNU6-35P",105,NA,NA,"pseudogene"
"ELOVL6",153562,3,8,"protein_coding"
"LOC124900759",5510,2,4,"lncRNA"
"HSBP1P2",509,NA,NA,"pseudogene"
"RNF14P2",152,NA,NA,"pseudogene"
"ZBED1P1",16391,NA,NA,"pseudogene"
"RNU6-205P",106,NA,NA,"pseudogene"
"LOC105377362",8314,3,8,"lncRNA"
"RPL7L1P13",960,NA,NA,"pseudogene"
"ZNF969P",2441,NA,NA,"pseudogene"
"LOC124900892",79,1,1,"snoRNA"
"ENPEP",89129,4,25,"protein_coding"
"PANCR",19947,2,5,"lncRNA"
"LOC105377363",2266,1,2,"lncRNA"
"PITX2",24697,4,9,"protein_coding"
"MIR297",65,2,2,"miRNA"
"LYPLA1P2",960,NA,NA,"pseudogene"
"LOC105377364",24213,1,3,"lncRNA"
"RNU6-289P",106,NA,NA,"pseudogene"
"RPL36AP23",388,NA,NA,"pseudogene"
"LOC105377365",8169,1,3,"lncRNA"
"LOC105377366",7061,1,3,"lncRNA"
"LOC105377367",16736,1,3,"lncRNA"
"LOC105377369",77370,2,5,"lncRNA"
"CCDC34P1",522,NA,NA,"pseudogene"
"TUBB8P3",931,NA,NA,"pseudogene"
"RPS12P8",494,NA,NA,"pseudogene"
"LOC105377370",10229,1,3,"lncRNA"
"FAM241A",49783,1,2,"protein_coding"
"RPL36AP19",395,NA,NA,"pseudogene"
"AP1AR",41331,4,15,"protein_coding"
"TIFA",11348,2,3,"protein_coding"
"ALPK1",145253,1,17,"protein_coding"
"RTEL1P1",4102,NA,NA,"pseudogene"
"TOX4P1",2129,NA,NA,"pseudogene"
"NEUROG2",2664,1,2,"protein_coding"
"NEUROG2-AS1",31508,1,4,"lncRNA"
"LOC124900760",1414,1,2,"lncRNA"
"RPL23AP94",301,NA,NA,"pseudogene"
"ZGRF1",97802,10,39,"protein_coding"
"H3P14",531,1,1,"transcribed_pseudogene"
"LARP7",20444,2,20,"protein_coding"
"MIR302CHG",3329,2,5,"lncRNA"
"MIR367",67,3,3,"miRNA"
"MIR302D",67,3,3,"miRNA"
"MIR302A",68,3,3,"miRNA"
"MIR302C",67,3,3,"miRNA"
"MIR302B",72,3,3,"miRNA"
"OSTCP4",660,NA,NA,"pseudogene"
"LOC124906438",17837,1,2,"lncRNA"
"GET1P1",399,NA,NA,"pseudogene"
"ANK2",678478,10,65,"protein_coding"
"RPL32P13",540,NA,NA,"pseudogene"
"RPL7AP30",877,NA,NA,"pseudogene"
"LOC100131158",1246,NA,NA,"pseudogene"
"LOC100422627",1421,NA,NA,"pseudogene"
"LOC102723896",6360,2,4,"lncRNA"
"ANK2-AS1",15241,2,6,"lncRNA"
"MIR1243",92,2,2,"miRNA"
"MIR8082",80,2,2,"miRNA"
"RPS26P25",443,NA,NA,"pseudogene"
"LOC105377374",40869,3,6,"lncRNA"
"RN7SL184P",296,NA,NA,"pseudogene"
"CAMK2D",310676,7,31,"protein_coding"
"LOC105377375",11609,1,3,"lncRNA"
"ARSJ",79314,1,8,"protein_coding"
"LOC107986305",1701,1,2,"lncRNA"
"LOC124900762",17316,1,3,"lncRNA"
"LOC105377376",13197,1,3,"lncRNA"
"LOC107986235",13479,1,3,"lncRNA"
"LOC105377378",30143,2,5,"lncRNA"
"LOC105377379",36528,1,5,"lncRNA"
"LOC105377380",11814,1,6,"lncRNA"
"UGT8",80084,7,14,"protein_coding"
"MIR577",95,2,2,"miRNA"
"CIR1P2",1512,NA,NA,"pseudogene"
"LOC124900763",20264,1,5,"lncRNA"
"LOC105377382",20532,2,6,"lncRNA"
"RN7SL808P",298,NA,NA,"pseudogene"
"NDST4",285811,2,15,"protein_coding"
"MRPS33P3",778,NA,NA,"pseudogene"
"RPF2P2",895,NA,NA,"pseudogene"
"PGAM4P2",647,NA,NA,"pseudogene"
"KRT18P21",1377,NA,NA,"pseudogene"
"EIF3KP3",743,NA,NA,"pseudogene"
"RLFP1",1807,NA,NA,"pseudogene"
"TTC39CP1",925,NA,NA,"pseudogene"
"LOC105377383",15102,1,2,"lncRNA"
"MTRNR2L13",1462,NA,NA,"pseudogene"
"MIR1973",43,2,2,"miRNA"
"LOC105377384",11082,1,3,"lncRNA"
"CUL4AP1",3789,NA,NA,"pseudogene"
"ACTN4P1",1648,NA,NA,"pseudogene"
"LOC105377385",3569,1,3,"lncRNA"
"LOC107986306",201288,4,17,"lncRNA"
"HAVCR1P2",873,NA,NA,"pseudogene"
"LOC105377387",22132,1,4,"lncRNA"
"LOC105377388",25281,1,3,"lncRNA"
"TRAM1L1",2022,1,1,"protein_coding"
"LINC02262",46050,1,7,"lncRNA"
"LINC02263",12187,2,7,"lncRNA"
"RPSAP35",819,NA,NA,"pseudogene"
"LINC01378",260624,1,4,"lncRNA"
"NT5C3AP1",1671,NA,NA,"pseudogene"
"LOC102723914",54144,1,5,"lncRNA"
"LINC02264",37304,1,2,"lncRNA"
"NDST3",225845,10,24,"protein_coding"
"LOC107986307",149765,3,10,"lncRNA"
"FKBP4P1",2168,NA,NA,"pseudogene"
"LOC105377392",14584,1,3,"lncRNA"
"LOC124900765",820,1,2,"lncRNA"
"SNHG8",1061,1,5,"lncRNA"
"SNORA24",130,1,1,"snoRNA"
"PRSS12",72969,3,16,"protein_coding"
"NDUFS5P5",472,NA,NA,"pseudogene"
"LOC105379403",35921,1,6,"lncRNA"
"CEP170P1",37867,1,8,"transcribed_pseudogene"
"LOC729218",43582,2,11,"transcribed_pseudogene"
"RNU6-1054P",103,NA,NA,"pseudogene"
"CICP16",1832,NA,NA,"pseudogene"
"SEPTIN14P4",2578,NA,NA,"pseudogene"
"LOC124900768",30838,2,4,"lncRNA"
"METTL14-DT",21258,1,7,"lncRNA"
"METTL14",30048,2,13,"protein_coding"
"SEC24D",113335,1,24,"protein_coding"
"SYNPO2",210549,7,11,"protein_coding"
"LOC105377393",5597,1,3,"lncRNA"
"LOC105377394",22809,1,3,"lncRNA"
"LOC105377395",10514,3,8,"lncRNA"
"MYOZ2",54275,3,9,"protein_coding"
"LOC101929762",19873,1,3,"lncRNA"
"MRPL42P1",642,NA,NA,"pseudogene"
"USP53",82948,6,24,"protein_coding"
"C4orf3",8024,2,4,"protein_coding"
"FABP2",4894,1,4,"protein_coding"
"KLHL2P1",43932,NA,NA,"pseudogene"
"RNU4-33P",84,NA,NA,"pseudogene"
"LOC107986193",4101,1,2,"lncRNA"
"GK6P",2199,NA,NA,"pseudogene"
"LOC100131884",2502,NA,NA,"pseudogene"
"LINC01061",5136,1,3,"lncRNA"
"RNU6-1217P",103,NA,NA,"pseudogene"
"GTF2IP12",5057,1,2,"transcribed_pseudogene"
"SEPTIN7P14",44810,1,9,"transcribed_pseudogene"
"PDE5A",134428,4,25,"protein_coding"
"LOC124900187",126,1,1,"snoRNA"
"LOC107986192",2990,1,1,"lncRNA"
"LOC105377397",4717,1,3,"lncRNA"
"LOC124900920",106,NA,NA,"pseudogene"
"LINC01365",5428,1,5,"lncRNA"
"LINC02502",23679,1,2,"lncRNA"
"MAD2L1",11223,1,5,"protein_coding"
"MAD2L1-DT",103573,3,8,"lncRNA"
"LTV1P1",1212,NA,NA,"pseudogene"
"SAR1AP3",2879,NA,NA,"pseudogene"
"LOC124906440",3949,1,3,"lncRNA"
"PRDM5",260950,14,31,"protein_coding"
"RNU6-550P",100,NA,NA,"pseudogene"
"SETP12",531,NA,NA,"pseudogene"
"NDNF",36937,3,6,"protein_coding"
"RN7SKP137",238,NA,NA,"pseudogene"
"NDNF-AS1",9142,1,5,"lncRNA"
"TNIP3",96079,6,21,"protein_coding"
"RNU6-948P",106,NA,NA,"pseudogene"
"QRFPR",52299,2,7,"protein_coding"
"LOC100418710",855,NA,NA,"pseudogene"
"TUBB4BP5",426,NA,NA,"pseudogene"
"LOC107986310",38823,1,4,"lncRNA"
"LOC105377401",31425,1,3,"lncRNA"
"LOC105377402",7717,1,3,"lncRNA"
"ANXA5",29032,2,14,"protein_coding"
"SMIM43",6471,4,11,"protein_coding"
"PP12613",2223,1,1,"lncRNA"
"EXOSC9",15698,3,16,"protein_coding"
"CCNA2",7439,1,8,"protein_coding"
"BBS7",46141,2,22,"protein_coding"
"TRPC3",77569,4,18,"protein_coding"
"LOC102724158",38745,1,3,"lncRNA"
"LOC112268469",2918,1,2,"lncRNA"
"RN7SL335P",303,NA,NA,"pseudogene"
"BLTP1",210501,11,108,"protein_coding"
"ADAD1",50773,5,20,"protein_coding"
"IL2",5255,1,4,"protein_coding"
"IL21",10959,2,6,"protein_coding"
"IL21-AS1",70179,1,11,"lncRNA"
"BBS12",44591,2,4,"protein_coding"
"CETN4P",2269,1,3,"transcribed_pseudogene"
"LOC727709",1346,NA,NA,"pseudogene"
"RPL34P12",335,NA,NA,"pseudogene"
"FGF2",71562,2,4,"protein_coding"
"RPS26P23",341,NA,NA,"pseudogene"
"NUDT6",30402,2,6,"protein_coding"
"SPATA5",396320,8,29,"protein_coding"
"COILP2",2355,NA,NA,"pseudogene"
"LOC105377404",856,1,2,"lncRNA"
"SPRY1",6960,4,8,"protein_coding"
"TRC-GCA2-1",71,1,1,"tRNA"
"LINC02435",5900,2,4,"lncRNA"
"LOC105377405",18348,1,4,"lncRNA"
"LINC01091",280782,2,8,"lncRNA"
"RPL21P50",553,NA,NA,"pseudogene"
"LOC105377407",218841,1,5,"lncRNA"
"PPIAP76",528,NA,NA,"pseudogene"
"LOC105377406",130777,7,15,"lncRNA"
"LOC105377408",43522,1,3,"lncRNA"
"TUBAP10",1512,NA,NA,"pseudogene"
"TECRP2",1102,NA,NA,"pseudogene"
"LINC02516",58481,1,9,"lncRNA"
"ANKRD50",48689,3,7,"protein_coding"
"FAT4",177999,1,20,"protein_coding"
"MIR2054",48,2,2,"miRNA"
"NUP58P1",935,NA,NA,"pseudogene"
"TMEM248P1",1185,NA,NA,"pseudogene"
"LINC02379",9227,1,6,"lncRNA"
"H3P15",781,NA,NA,"pseudogene"
"LOC105377409",33618,3,6,"lncRNA"
"LOC105377410",4342,1,4,"lncRNA"
"LOC105377411",2288,1,3,"lncRNA"
"RBM48P1",1446,NA,NA,"pseudogene"
"LOC102724210",396731,3,14,"lncRNA"
"LOC107986312",53806,1,2,"lncRNA"
"LOC105377412",13521,2,4,"lncRNA"
"INTU",93835,1,16,"protein_coding"
"SLC25A31",43875,1,7,"protein_coding"
"LOC105377414",13556,1,3,"lncRNA"
"HSPA4L",58928,4,23,"protein_coding"
"LOC112268470",224,1,1,"protein_coding"
"RPL21P53",566,NA,NA,"pseudogene"
"PLK4",18345,4,20,"protein_coding"
"RNU6-583P",91,NA,NA,"pseudogene"
"MFSD8",49247,8,21,"protein_coding"
"ABHD18",74530,2,20,"protein_coding"
"LARP1B",162331,31,57,"protein_coding"
"RPL15P8",949,NA,NA,"pseudogene"
"FOSL1P1",1059,NA,NA,"pseudogene"
"PGRMC2",18570,1,3,"protein_coding"
"LINC02615",91427,1,9,"lncRNA"
"LOC101927259",1111,1,3,"lncRNA"
"LOC124900905",103,1,1,"snoRNA"
"JADE1",65537,10,21,"protein_coding"
"SCLT1",219094,11,32,"protein_coding"
"C4orf33",22916,5,9,"protein_coding"
"CDRT15P11",755,NA,NA,"pseudogene"
"ZSWIM5P3",3995,NA,NA,"pseudogene"
"LOC105377416",2325,1,3,"lncRNA"
"LOC105377417",20531,1,3,"lncRNA"
"LINC02466",47271,1,5,"lncRNA"
"LINC02465",183756,1,17,"lncRNA"
"RNY5P4",80,NA,NA,"pseudogene"
"LOC100128983",755,NA,NA,"pseudogene"
"EEF1GP8",1240,NA,NA,"pseudogene"
"CYCSP14",296,NA,NA,"pseudogene"
"LOC105377418",7687,1,3,"lncRNA"
"LINC02479",11712,1,3,"lncRNA"
"PGBD4P4",606,NA,NA,"pseudogene"
"GAPDHP56",975,NA,NA,"pseudogene"
"LOC105377422",31512,1,3,"lncRNA"
"RNU6-224P",106,NA,NA,"pseudogene"
"LOC105377423",2001,1,3,"lncRNA"
"LINC02377",338601,5,18,"lncRNA"
"RN7SL205P",283,NA,NA,"pseudogene"
"LOC124906387",1588,1,2,"lncRNA"
"LOC124906390",1588,1,2,"lncRNA"
"LOC124906389",1369,1,2,"lncRNA"
"LOC124900859",1307,1,2,"lncRNA"
"SNHG27",26641,2,4,"lncRNA"
"LOC124900177",109,NA,NA,"pseudogene"
"LOC105377425",64587,1,5,"lncRNA"
"RPL7AP28",567,NA,NA,"pseudogene"
"LOC105377428",34459,1,4,"lncRNA"
"ELL2P2",644,NA,NA,"pseudogene"
"LINC01256",87387,1,4,"lncRNA"
"AARS1P1",452,NA,NA,"pseudogene"
"LOC105377431",16936,1,3,"lncRNA"
"PCDH10-DT",55260,1,9,"lncRNA"
"R3HDM2P1",1905,NA,NA,"pseudogene"
"PCDH10",59310,3,7,"protein_coding"
"PABPC4L",253384,8,20,"protein_coding"
"PES1P1",1997,NA,NA,"pseudogene"
"LINC02462",121647,1,4,"lncRNA"
"LOC105377436",60743,2,5,"lncRNA"
"LOC105377438",7638,1,2,"lncRNA"
"LOC105377437",12767,2,5,"lncRNA"
"LOC107986237",248,NA,NA,"pseudogene"
"RPS2P27",916,NA,NA,"pseudogene"
"EEF1A1P35",1645,NA,NA,"pseudogene"
"LINC02485",10477,1,3,"lncRNA"
"LOC124900883",104,1,1,"snRNA"
"KRT18P54",804,NA,NA,"pseudogene"
"TARS2P1",2269,NA,NA,"pseudogene"
"LINC00613",46715,2,5,"lncRNA"
"RNU1-89P",163,NA,NA,"pseudogene"
"TERF1P3",2868,NA,NA,"pseudogene"
"LINC02511",417256,1,4,"lncRNA"
"LINC02510",6191,1,2,"lncRNA"
"SERF1AP1",183,NA,NA,"pseudogene"
"STMN1P2",676,NA,NA,"pseudogene"
"RPS23P2",494,NA,NA,"pseudogene"
"LOC105377442",3474,2,5,"lncRNA"
"PCDH18",13576,2,6,"protein_coding"
"LINC02172",57703,1,2,"lncRNA"
"LOC101927414",97373,9,19,"lncRNA"
"LOC107986314",15140,1,3,"lncRNA"
"LOC105377444",27754,1,2,"lncRNA"
"LOC105377445",6242,2,5,"lncRNA"
"LOC107986315",10376,1,3,"lncRNA"
"LOC105377447",26171,2,7,"lncRNA"
"LINC00616",103310,1,11,"lncRNA"
"SLC7A11-AS1",89121,1,7,"lncRNA"
"SLC7A11",148866,8,26,"protein_coding"
"LINC00499",114586,1,3,"lncRNA"
"LOC124900888",58,NA,NA,"pseudogene"
"LOC100131429",5074,NA,NA,"pseudogene"
"LOC152594",1348,NA,NA,"pseudogene"
"LOC105377448",193315,1,3,"lncRNA"
"NOCT",29844,1,3,"protein_coding"
"LOC124900780",4816,1,2,"lncRNA"
"RNU6-531P",103,NA,NA,"pseudogene"
"ELF2",121694,10,23,"protein_coding"
"RN7SL382P",281,NA,NA,"pseudogene"
"PPP1R14BP3",806,NA,NA,"pseudogene"
"LOC105379412",69654,1,4,"lncRNA"
"RN7SL311P",305,NA,NA,"pseudogene"
"RNU6-506P",93,NA,NA,"pseudogene"
"RNU6-1074P",103,NA,NA,"pseudogene"
"MGARP",14064,1,4,"protein_coding"
"NDUFC1",12631,4,12,"protein_coding"
"NAA15",89946,1,21,"protein_coding"
"RNU6-1214P",108,NA,NA,"pseudogene"
"LOC100421868",4240,NA,NA,"pseudogene"
"LOC124900188",126,1,1,"snoRNA"
"RAB33B",38233,2,4,"protein_coding"
"RAB33B-AS1",2366,1,3,"lncRNA"
"SETD7",63186,4,13,"protein_coding"
"FTH1P24",610,NA,NA,"pseudogene"
"LOC105377451",11606,1,3,"lncRNA"
"LOC105377622",10095,1,6,"lncRNA"
"QKILA",29219,1,3,"lncRNA"
"MGST2",88837,5,10,"protein_coding"
"RN7SKP237",239,NA,NA,"pseudogene"
"H3P16",1009,NA,NA,"pseudogene"
"MAML3",437559,2,7,"protein_coding"
"LOC124900782",9147,1,2,"lncRNA"
"RN7SKP253",308,NA,NA,"pseudogene"
"LOC105377452",4511,1,4,"lncRNA"
"LOC124900783",52146,2,7,"lncRNA"
"LOC101927516",10842,1,5,"lncRNA"
"SCOC",128435,6,12,"protein_coding"
"SCOC-AS1",89684,1,5,"lncRNA"
"LOC124900785",2607,1,4,"lncRNA"
"NDUFB4P9",387,NA,NA,"pseudogene"
"RPL14P3",680,NA,NA,"pseudogene"
"CLGN",39186,1,16,"protein_coding"
"MGAT4D",55977,10,24,"protein_coding"
"ELMOD2",29634,5,15,"protein_coding"
"UCP1",9524,2,8,"protein_coding"
"RN7SL152P",297,NA,NA,"pseudogene"
"TBC1D9",135639,1,21,"protein_coding"
"TNRC18P1",1889,1,1,"transcribed_pseudogene"
