"TranscriptID","CP","GeneID"
"XM_054346990.1",0.999944,"ELP6"
"XM_054346996.1",0.999526,"ELP6"
"XM_054346998.1",0.991251,"ELP6"
"XM_054346991.1",0.993538,"ELP6"
"XM_054346994.1",0.977096,"ELP6"
"XM_054346987.1",0.999773,"ELP6"
"XM_054346986.1",0.999489,"ELP6"
"XM_054346992.1",0.987841,"ELP6"
"XR_007073493.1",0.0250737,"LOC105377074"
"NM_001206942.2",1,"CSPG5"
"NM_001206944.2",1,"CSPG5"
"XM_054344989.1",1,"CSPG5"
"NM_003074.4",1,"SMARCC1"
"XR_007073494.1",0.0265198,"LOC124906234"
"NR_145791.1",0.0797062,"SNORD146"
"XM_047444122.1",0.823347,"HIGD2AP2"
"NM_001330990.2",1,"DHX30"
"NR_075079.3",0.0188703,"DHX30"
"XM_054345717.1",1,"DHX30"
"XM_054345716.1",1,"DHX30"
"XM_054345715.1",1,"DHX30"
"NR_031595.1",0.0999297,"MIR1226"
"NM_001384862.1",1,"MAP4"
"NM_001385676.1",1,"MAP4"
"NM_030885.4",0.569607,"MAP4"
"NM_001385692.1",0.693568,"MAP4"
"XM_054348641.1",1,"CDC25A"
"NM_201567.2",1,"CDC25A"
"XM_054348642.1",0.999997,"CDC25A"
"NR_039645.1",0.0047301,"MIR4443"
"NM_004345.5",0.992301,"CAMP"
"NM_016089.3",0.998729,"ZNF589"
"XM_054344891.1",0.879981,"NME6"
"XM_054344893.1",0.941869,"NME6"
"NR_134638.1",0.0233003,"FCF1P2"
"NM_001308434.2",0.70239,"NME6"
"XR_008486773.1",0.794041,"SPINK8"
"XR_008486774.1",0.847751,"SPINK8"
"XM_054347546.1",0.857302,"SPINK8"
"NR_031749.1",0.0125125,"MIR2115"
"NM_001159927.1",1,"FBXW12"
"XM_054346894.1",1,"PLXNB1"
"XM_054346890.1",1,"PLXNB1"
"XM_054346896.1",1,"PLXNB1"
"XM_054346897.1",1,"PLXNB1"
"NM_001130082.3",1,"PLXNB1"
"XM_054346893.1",1,"PLXNB1"
"XM_054346887.1",1,"PLXNB1"
"XM_054346892.1",1,"PLXNB1"
"NM_002673.6",1,"PLXNB1"
"XM_054346889.1",1,"PLXNB1"
"XM_054346895.1",1,"PLXNB1"
"XR_008486736.1",1,"PLXNB1"
"XM_054346898.1",1,"PLXNB1"
"XM_054347886.1",1,"CCDC51"
"NM_001256969.3",0.999999,"CCDC51"
"NR_137639.2",0.0301883,"TMA7"
"NM_130384.3",1,"ATRIP"
"NR_153405.1",1,"ATRIP-TREX1"
"NM_001271023.2",1,"ATRIP"
"NM_007248.5",0.999991,"TREX1"
"NM_033629.6",0.999997,"TREX1"
"NM_001272066.2",0.986198,"SHISA5"
"NM_001272065.3",0.998285,"SHISA5"
"NM_001272082.4",0.79952,"SHISA5"
"XM_054346828.1",1,"PFKFB4"
"XM_054346837.1",1,"PFKFB4"
"XM_054346833.1",1,"PFKFB4"
"XM_054346831.1",1,"PFKFB4"
"XM_054346834.1",1,"PFKFB4"
"NM_001317135.2",1,"PFKFB4"
"XM_054346836.1",1,"PFKFB4"
"XM_054346835.1",1,"PFKFB4"
"NR_106881.1",0.00638443,"MIR6823"
"NM_033199.4",0.99855,"UCN2"
"XM_054345171.1",1,"COL7A1"
"XR_008486647.1",1,"COL7A1"
"XM_054345172.1",1,"COL7A1"
"XM_054345176.1",1,"COL7A1"
"XM_054345175.1",1,"COL7A1"
"XM_054345174.1",1,"COL7A1"
"XM_054345177.1",1,"COL7A1"
"XM_054345178.1",1,"COL7A1"
"XM_054345179.1",1,"COL7A1"
"NR_031756.1",0.00966183,"MIR711"
"XM_054347744.1",1,"UQCRC1"
"NM_003365.3",1,"UQCRC1"
"NR_132776.1",0.00464035,"SNORA94"
"NM_001008269.3",0.967874,"TMEM89"
"NM_001281733.2",1,"SLC26A6"
"NM_001040454.1",1,"SLC26A6"
"NR_106882.1",0.0107886,"MIR6824"
"NM_001407.3",1,"CELSR3"
"NR_039956.1",0.00792618,"MIR4793"
"NR_111921.1",0.0578571,"LINC02585"
"NM_184231.3",1,"NCKIPSD"
"NM_001005909.3",1,"IP6K2"
"XM_054346801.1",1,"IP6K2"
"XM_054346808.1",1,"IP6K2"
"NR_027438.3",0.0568478,"IP6K2"
"XM_054346810.1",0.446319,"IP6K2"
"XM_054346813.1",0.860604,"IP6K2"
"XR_008486748.1",1,"PRKAR2A"
"XM_054347216.1",1,"PRKAR2A"
"NM_001321989.2",1,"PRKAR2A"
"NR_109996.1",0.466508,"PRKAR2A-AS1"
"NM_000387.6",0.997995,"SLC25A20"
"NR_161301.1",0.995979,"ARIH2OS"
"NR_146084.2",0.999776,"ARIH2"
"NM_001349230.2",0.649116,"ARIH2"
"XM_054344927.1",1,"ARIH2"
"XM_054344929.1",1,"ARIH2"
"XM_054344932.1",0.999981,"ARIH2"
"NM_177938.2",1,"P4HTM"
"NM_177939.3",1,"P4HTM"
"XR_008486738.1",0.999998,"P4HTM"
"XM_054346949.1",0.999973,"P4HTM"
"XR_007073495.1",0.275368,"LOC124906235"
"XM_054346950.1",0.999929,"P4HTM"
"NM_001320546.3",1,"WDR6"
"XM_054345088.1",1,"WDR6"
"NM_001320547.2",1,"WDR6"
"NM_018114.6",1,"DALRD3"
"NM_001276405.2",1,"DALRD3"
"XM_054347062.1",1,"DALRD3"
"NR_029948.1",0.153494,"MIR425"
"NM_199074.2",0.847744,"NDUFAF3"
"NR_029690.1",0.0119782,"MIR191"
"NM_199073.2",0.858704,"NDUFAF3"
"NM_199070.2",0.848714,"NDUFAF3"
"NM_199069.2",0.979941,"NDUFAF3"
"NM_001410761.1",1,"IMPDH2"
"NM_001320584.1",1,"QRICH1"
"XM_054347004.1",1,"QRICH1"
"NM_198880.3",1,"QRICH1"
"NM_001320583.2",1,"QRICH1"
"XM_054347005.1",1,"QRICH1"
"NR_073590.2",1,"QARS1"
"NR_106950.1",0.0173375,"MIR6890"
"NM_001400299.1",1,"USP19"
"XM_054345049.1",1,"USP19"
"XM_054346482.1",1,"LAMB2"
"NM_002292.4",1,"LAMB2"
"NR_004405.1",0.0326787,"LAMB2P1"
"NM_022903.4",1,"CCDC71"
"XM_054345635.1",0.999986,"KLHDC8B"
"XM_054345633.1",0.999953,"KLHDC8B"
"XM_054345630.1",0.999998,"KLHDC8B"
"XM_054347548.1",0.901962,"C3orf84"
"NM_001080528.3",0.980453,"C3orf84"
"XM_054346419.1",1,"IHO1"
"NM_178173.4",1,"IHO1"
"NM_001135197.2",1,"IHO1"
"XM_054346417.1",1,"IHO1"
"XM_054346420.1",1,"IHO1"
"XM_054346415.1",1,"IHO1"
"XM_054346416.1",1,"IHO1"
"XM_054346421.1",0.999999,"IHO1"
"NM_198562.3",0.999815,"C3orf62"
"NR_036233.1",0.00436923,"MIR4271"
"NM_199443.3",1,"USP4"
"NM_001251877.2",0.999999,"USP4"
"XM_047444131.1",0.255558,"LOC124906236"
"NM_001329455.2",0.973737,"GPX1"
"NM_001313945.2",0.286054,"RHOA"
"NM_022171.3",0.402309,"TCTA"
"NR_028435.2",1,"AMT"
"NM_032316.3",0.994665,"NICN1"
"NM_001177643.3",1,"DAG1"
"XM_054345439.1",1,"DAG1"
"XM_054345451.1",1,"DAG1"
"XM_054345443.1",1,"DAG1"
"NM_001177644.3",1,"DAG1"
"XM_054345465.1",1,"DAG1"
"XM_054345459.1",1,"DAG1"
"NM_001177639.3",1,"DAG1"
"NR_038866.1",0.0942373,"BSN-DT"
"XM_054348283.1",1,"BSN"
"NM_003458.4",1,"BSN"
"XM_054346407.1",1,"APEH"
"XM_054346408.1",1,"APEH"
"NM_001640.4",1,"APEH"
"XM_054346410.1",1,"APEH"
"NR_146060.2",1,"MST1"
"XM_054346583.1",0.999999,"MST1"
"XM_054346580.1",0.999997,"MST1"
"XM_054346582.1",1,"MST1"
"XM_054346584.1",1,"MST1"
"XM_054346585.1",0.999903,"MST1"
"NR_135218.2",1,"RNF123"
"NM_198722.3",1,"AMIGO3"
"NM_021971.4",1,"GMPPB"
"NM_013334.4",1,"GMPPB"
"NM_001006115.3",0.995993,"IP6K1"
"NM_001242829.2",0.999999,"IP6K1"
"XM_054348583.1",0.999999,"IP6K1"
"XM_054346471.1",1,"CDHR4"
"XM_054346468.1",1,"CDHR4"
"XM_054346472.1",1,"CDHR4"
"NM_001007540.4",1,"CDHR4"
"XR_008486716.1",1,"CDHR4"
"XM_054346473.1",1,"CDHR4"
"XM_054346474.1",1,"CDHR4"
"NM_203370.2",0.999993,"INKA1"
"NM_003335.3",1,"UBA7"
"NR_049825.1",0.00629382,"MIR5193"
"XM_054344917.1",1,"TRAIP"
"XM_054344918.1",0.999973,"TRAIP"
"XR_008486627.1",0.999998,"TRAIP"
"NM_001320147.2",1,"CAMKV"
"NR_134919.2",1,"MST1R"
"XM_054346589.1",1,"MST1R"
"XM_054346609.1",1,"MST1R"
"XM_054346610.1",1,"MST1R"
"XM_054346611.1",1,"MST1R"
"NM_001142501.2",1,"MON1A"
"XM_054348089.1",1,"MON1A"
"XM_054348090.1",1,"MON1A"
"XM_054344843.1",1,"RBM6"
"XM_054344834.1",1,"RBM6"
"NR_146071.2",1,"RBM6"
"XM_054344835.1",1,"RBM6"
"XM_054344837.1",1,"RBM6"
"XM_054344842.1",1,"RBM6"
"XM_054344838.1",1,"RBM6"
"XM_054344836.1",1,"RBM6"
"XM_054344839.1",1,"RBM6"
"XM_054344840.1",1,"RBM6"
"XM_054344841.1",1,"RBM6"
"NR_036627.3",1,"RBM5"
"XM_054344850.1",1,"RBM5"
"NR_045388.1",0.0506328,"RBM5-AS1"
"XM_054344849.1",1,"RBM5"
"NR_135301.1",0.105867,"SEMA3F-AS1"
"XM_054348683.1",0.800235,"LOC124909484"
"NM_001318798.2",1,"SEMA3F"
"XM_054347506.1",1,"SEMA3F"
"NM_004186.5",1,"SEMA3F"
"XM_054347511.1",1,"SEMA3F"
"XM_054347512.1",1,"SEMA3F"
"XM_054347513.1",1,"SEMA3F"
"XM_054347505.1",1,"SEMA3F"
"XM_054347507.1",1,"SEMA3F"
"XM_054347510.1",1,"SEMA3F"
"NM_144499.3",1,"GNAT1"
"NM_006841.6",1,"SLC38A3"
"XR_008486638.1",1,"SLC38A3"
"XM_054345052.1",1,"SLC38A3"
"XM_054346201.1",1,"GNAI2"
"NR_106714.1",1.56629e-06,"MIR5787"
"NM_001282617.2",0.999998,"GNAI2"
"NM_002070.4",1,"GNAI2"
"NM_001166425.2",1,"GNAI2"
"NR_110702.1",0.00706442,"SEMA3B-AS1"
"NM_004636.4",1,"SEMA3B"
"NM_001290060.2",1,"SEMA3B"
"NM_001290061.1",1,"SEMA3B"
"NR_110697.1",0.462465,"SEMA3B"
"NM_001290062.2",0.999999,"SEMA3B"
"NR_106932.1",0.0101042,"MIR6872"
"XM_054345294.1",0.783653,"LSMEM2"
"XM_054345292.1",0.980334,"LSMEM2"
"NM_153215.3",0.981249,"LSMEM2"
"NM_006764.5",1,"IFRD2"
"NM_001200032.2",0.521398,"HYAL3"
"NM_001200029.2",1,"HYAL3"
"NM_012191.4",0.999997,"NAA80"
"NM_001200018.2",0.999988,"NAA80"
"NM_153281.2",1,"HYAL1"
"XM_054346414.1",1,"HYAL1"
"NR_047690.2",1,"HYAL1"
"NM_003773.5",1,"HYAL2"
"XM_054348240.1",1,"HYAL2"
"NM_007275.3",0.20715,"TUSC2"
"NM_001206957.2",0.947032,"RASSF1"
"XM_054345089.1",0.99999,"RASSF1"
"NM_170712.3",0.976822,"RASSF1"
"NM_170713.3",0.999807,"RASSF1"
"XM_054345090.1",0.973265,"RASSF1"
"NR_109831.1",0.0995094,"RASSF1-AS1"
"XM_054346774.1",1,"ZMYND10"
"NM_006545.5",1,"NPRL2"
"XM_054344961.1",1,"NPRL2"
"XM_054344962.1",1,"NPRL2"
"XM_054344963.1",1,"NPRL2"
"XM_054344965.1",0.999986,"NPRL2"
"XM_054344964.1",0.999997,"NPRL2"
"NR_111912.2",0.026878,"CYB561D2"
"NM_001414707.1",0.994369,"CYB561D2"
"NR_183067.1",0.624265,"LOC127898564"
"NM_007024.5",0.999999,"TMEM115"
"NM_001291101.1",1,"CACNA2D2"
"NM_006030.4",1,"CACNA2D2"
"NR_183064.1",0.0682829,"LOC101928965"
"XR_007073496.1",0.226365,"LOC105377082"
"XR_007073497.1",0.197373,"LOC105377083"
"XM_054346724.1",0.963149,"C3orf18"
"XM_054346733.1",0.663021,"C3orf18"
"XM_054346731.1",0.5,"C3orf18"
"XM_054346728.1",0.934758,"C3orf18"
"XM_054346787.1",0.999955,"HEMK1"
"NM_001317851.2",0.999796,"HEMK1"
"XR_008486734.1",0.999886,"HEMK1"
"XR_008486732.1",0.999815,"HEMK1"
"XM_054346795.1",0.999701,"HEMK1"
"XM_054346797.1",0.998261,"HEMK1"
"NM_145071.4",0.999921,"CISH"
"XM_054345136.1",0.99999,"CISH"
"XM_054347797.1",0.999999,"MAPKAPK3"
"NM_001243926.2",1,"MAPKAPK3"
"XM_054347798.1",1,"MAPKAPK3"
"XM_054347799.1",0.999999,"MAPKAPK3"
"NM_001243925.2",1,"MAPKAPK3"
"NR_183733.1",0.0457765,"LINC02019"
"XM_054345503.1",1,"DOCK3"
"XM_054345520.1",1,"DOCK3"
"XM_054345529.1",1,"DOCK3"
"NR_039950.1",0.00929688,"MIR4787"
"XM_054345523.1",1,"DOCK3"
"XM_054345524.1",1,"DOCK3"
"XM_054345526.1",1,"DOCK3"
"XM_054345525.1",1,"DOCK3"
"XM_054345527.1",1,"DOCK3"
"XM_054345531.1",1,"DOCK3"
"NM_006010.6",0.992704,"MANF"
"NM_013286.5",1,"RBM15B"
"XR_008486866.1",1,"DCAF1"
"XM_054348521.1",1,"DCAF1"
"XM_054348522.1",1,"DCAF1"
"XM_054348523.1",1,"DCAF1"
"XM_054348525.1",1,"DCAF1"
"NM_001349171.2",1,"DCAF1"
"XM_054348527.1",1,"DCAF1"
"XM_054348537.1",1,"DCAF1"
"XR_007073499.1",0.0359465,"LOC105377085"
"XR_007073500.1",0.049948,"LOC105377085"
"NM_001322253.2",1,"RAD54L2"
"XR_007073498.1",0.0243334,"LOC124906237"
"NR_024012.3",0.952073,"TEX264"
"XM_054346783.1",0.815364,"TEX264"
"NR_103462.1",0.952073,"TEX264"
"XM_054346778.1",1,"TEX264"
"XM_054346780.1",1,"TEX264"
"XM_054346779.1",1,"TEX264"
"XM_054346782.1",0.999588,"TEX264"
"NR_146059.2",0.999465,"GRM2"
"XM_054346369.1",1,"GRM2"
"XM_054346375.1",1,"GRM2"
"XM_054346377.1",1,"GRM2"
"XM_054346374.1",1,"GRM2"
"XM_054346371.1",1,"GRM2"
"XM_054346372.1",1,"GRM2"
"XM_054346373.1",1,"GRM2"
"XM_054346370.1",1,"GRM2"
"XM_054346376.1",1,"GRM2"
"XR_007073502.1",0.11397,"LOC105377087"
"XR_007073501.1",0.0150031,"LOC105377087"
"NM_001368368.1",0.711938,"IQCF6"
"NR_038213.1",0.209464,"IQCF4P"
"NR_038215.1",0.0836739,"IQCF4P"
"NM_001085479.3",0.845691,"IQCF3"
"NM_001393887.1",0.954259,"IQCF3"
"NM_203424.2",0.970162,"IQCF2"
"NR_109984.1",0.858928,"IQCF5-AS1"
"NM_001145059.2",0.933706,"IQCF5"
"NM_152397.3",0.998292,"IQCF1"
"XM_054345278.1",0.986722,"IQCF1"
"XM_054345279.1",0.987125,"IQCF1"
"NM_004704.5",1,"RRP9"
"NM_001370240.1",1,"PARP3"
"NM_080865.4",0.999946,"GPR62"
"XM_054347332.1",1,"PCBP4"
"XM_054347335.1",1,"PCBP4"
"XM_054347336.1",1,"PCBP4"
"XM_054347339.1",0.999999,"PCBP4"
"XM_054347340.1",1,"PCBP4"
"XM_054347344.1",1,"PCBP4"
"NM_033010.2",1,"PCBP4"
"NM_033008.3",1,"PCBP4"
"NM_001254753.1",0.951485,"ABHD14B"
"NM_001146314.2",0.998959,"ABHD14B"
"NM_001316331.2",1,"ABHD14A-ACY1"
"NM_015407.5",0.999952,"ABHD14A"
"NM_000666.3",1,"ACY1"
"NM_000992.3",0.963349,"RPL29"
"XR_007073503.1",0.0203475,"LOC105377088"
"XR_007073504.1",0.202628,"LOC124906238"
"NM_001947.4",1,"DUSP7"
"NR_027331.1",0.964182,"LINC00696"
"XM_054346031.1",0.999994,"POC1A"
"XM_054346036.1",0.996701,"POC1A"
"XR_008486697.1",0.999997,"POC1A"
"XM_054346033.1",0.999536,"POC1A"
"XM_054346035.1",0.990845,"POC1A"
"XM_054346037.1",0.998619,"POC1A"
"NM_001304444.1",1,"ALAS1"
"XM_054345665.1",1,"ALAS1"
"NM_000688.6",1,"ALAS1"
"NM_017442.4",1,"TLR9"
"NM_007284.4",1,"TWF2"
"NR_135307.1",0.0175717,"TWF2-DT"
"XR_008486660.1",0.999419,"PPM1M"
"XM_054345283.1",1,"PPM1M"
"XM_054345284.1",1,"PPM1M"
"XM_054345287.1",0.999999,"PPM1M"
"XM_054348023.1",0.966802,"WDR82"
"NR_029660.1",0.0126381,"MIRLET7G"
"XM_054345280.1",1,"GLYCTK"
"NR_026699.2",0.929469,"GLYCTK"
"XM_054345281.1",1,"GLYCTK"
"NR_046719.1",0.122432,"GLYCTK-AS1"
"NR_029677.1",0.0142953,"MIR135A1"
"NM_015512.5",1,"DNAH1"
"XM_054348059.1",1,"BAP1"
"XM_054346814.1",0.999928,"PHF7"
"NM_001321127.2",0.999955,"PHF7"
"XR_007073505.1",0.12163,"LOC124906239"
"NM_020163.3",1,"SEMA3G"
"NM_003280.3",0.994684,"TNNC1"
"NM_007184.4",1,"NISCH"
"XM_054345091.1",1,"NISCH"
"NM_001276293.2",1,"NISCH"
"XM_054345092.1",1,"NISCH"
"XM_054345815.1",1,"STAB1"
"XM_054345820.1",1,"STAB1"
"XM_054345821.1",1,"STAB1"
"XM_054347607.1",1,"NT5DC2"
"XM_054347606.1",1,"NT5DC2"
"XM_054346573.1",0.0466029,"UQCC5"
"NM_001124767.2",0.0466029,"UQCC5"
"NR_175959.1",1,"PBRM1"
"NM_001405629.1",1,"PBRM1"
"NM_001405608.1",1,"PBRM1"
"NM_001394879.1",1,"PBRM1"
"NM_001405611.1",1,"PBRM1"
"NM_001405612.1",1,"PBRM1"
"NM_001405615.1",1,"PBRM1"
"NM_001405617.1",1,"PBRM1"
"NM_206826.1",1,"GNL3"
"NM_206825.2",1,"GNL3"
"NR_132757.1",0.0200816,"SNORD136"
"NR_003047.1",0.00850904,"SNORD19"
"NR_003687.1",0.00896781,"SNORD19B"
"NR_145744.1",0.00869112,"SNORD19C"
"NR_003057.1",0.0032112,"SNORD69"
"XM_054347250.1",1,"GLT8D1"
"NM_001278281.2",1,"GLT8D1"
"NM_152932.3",0.999999,"GLT8D1"
"NM_014041.5",0.192553,"SPCS1"
"NM_001193533.3",1,"NEK4"
"XM_054347640.1",1,"NEK4"
"XM_054347638.1",1,"NEK4"
"XM_054347637.1",1,"NEK4"
"XM_054347639.1",1,"NEK4"
"NM_001348413.2",1,"NEK4"
"XM_054347642.1",1,"NEK4"
"NM_002215.4",1,"ITIH1"
"NM_001166434.3",1,"ITIH1"
"NM_001166435.2",1,"ITIH1"
"NM_001166436.2",1,"ITIH1"
"NM_001392019.1",1,"ITIH3"
"XR_007073507.1",0.311506,"LOC124906240"
"XR_007073506.1",0.0119222,"LOC124906240"
"NM_001166449.2",1,"ITIH4"
"NR_046615.1",0.056545,"ITIH4-AS1"
"NM_001198974.3",1,"STIMATE-MUSTN1"
"NM_205853.4",0.122937,"MUSTN1"
"NM_198563.5",0.99942,"STIMATE"
"NR_107031.1",1.49354e-05,"MIR8064"
"NM_016329.4",1,"SFMBT1"
"XM_047444132.1",0.333745,"LOC124906241"
"XR_008486849.1",0.999998,"RFT1"
"XM_054348363.1",1,"RFT1"
"NM_052859.4",1,"RFT1"
"XM_054348365.1",0.999242,"RFT1"
"XM_054348364.1",0.999913,"RFT1"
"NM_001354680.2",1,"PRKCD"
"NM_001316327.2",1,"PRKCD"
"NM_001354676.2",1,"PRKCD"
"XR_008486749.1",1,"PRKCD"
"NR_047580.2",1,"TKT"
"XR_007073508.1",0.122078,"LOC107986087"
"XR_007074186.1",0.0140535,"LOC124906364"
"NM_001290207.2",1,"DCP1A"
"NR_145715.1",0.00353333,"SNORD38C"
"XR_007073510.1",0.012953,"LOC105377094"
"XR_007074167.1",1.22462e-05,"LOC124900563"
"NM_001128840.3",1,"CACNA1D"
"XM_054347785.1",1,"CACNA1D"
"XM_054347769.1",1,"CACNA1D"
"XM_054347784.1",1,"CACNA1D"
"XM_054347782.1",1,"CACNA1D"
"XR_007073511.1",0.235134,"LOC124906242"
"XM_054347783.1",1,"CACNA1D"
"NM_018397.5",1,"CHDH"
"NM_018725.4",1,"IL17RB"
"XM_054348447.1",1,"ACTR8"
"NM_022899.5",1,"ACTR8"
"NM_001410774.1",1,"ACTR8"
"XM_054348448.1",1,"ACTR8"
"XM_054348449.1",1,"ACTR8"
"NM_021237.5",0.203625,"SELENOK"
"XR_007073513.1",0.088771,"LOC105377095"
"XR_007073514.1",0.0530896,"LOC105377095"
"XR_007073515.1",0.209298,"LOC105377095"
"XR_007073512.1",0.212297,"LOC105377095"
"NM_018398.3",1,"CACNA2D3"
"XR_007073516.1",0.546201,"LOC107986088"
"NR_027122.1",0.10583,"ESRG"
"NR_046666.1",0.0361924,"CACNA2D3-AS1"
"NM_001304389.2",0.999985,"LRTM1"
"NM_020678.4",1,"LRTM1"
"XR_007073524.1",0.0201675,"LOC124906243"
"NR_147142.1",0.0630228,"LINC02017"
"NR_183740.1",0.0990603,"LINC02030"
"XR_007073523.1",0.067177,"LOC124906243"
"XM_054347752.1",0.999684,"WNT5A"
"XM_054347756.1",0.99982,"WNT5A"
"XM_054347750.1",0.99982,"WNT5A"
"XM_054347751.1",0.999957,"WNT5A"
"NM_003392.7",0.999986,"WNT5A"
"NM_001377271.1",0.999969,"WNT5A"
"NM_001377272.1",0.99982,"WNT5A"
"XM_054347757.1",0.999684,"WNT5A"
"NM_001256105.1",0.99982,"WNT5A"
"XM_054347758.1",0.999975,"WNT5A"
"NR_132749.2",1,"ERC2"
"XM_054346127.1",1,"ERC2"
"XR_007073527.1",0.289216,"LOC105377100"
"XR_007073525.1",0.0107302,"LOC105377100"
"XR_007073526.1",0.0104206,"LOC105377100"
"NR_024615.1",0.388633,"ERC2-IT1"
"XM_054346142.1",1,"ERC2"
"NR_037502.1",0.00943113,"MIR3938"
"XM_054346144.1",1,"ERC2"
"XR_007073528.1",0.0342681,"LOC105377099"
"NR_148372.1",0.999996,"CCDC66"
"XM_054346313.1",1,"CCDC66"
"NM_001141947.3",1,"CCDC66"
"XM_054346309.1",1,"CCDC66"
"XM_054346310.1",1,"CCDC66"
"XM_054346312.1",1,"CCDC66"
"NM_001365638.2",1,"TASOR"
"NM_001363940.1",1,"TASOR"
"XM_054345876.1",1,"TASOR"
"XM_054345877.1",1,"TASOR"
"NM_015224.3",1,"TASOR"
"NM_001377411.1",1,"ARHGEF3"
"NM_001377412.1",1,"ARHGEF3"
"XM_054346675.1",1,"ARHGEF3"
"XM_054346672.1",1,"ARHGEF3"
"XM_054346676.1",1,"ARHGEF3"
"XM_054346679.1",0.999999,"ARHGEF3"
"NM_001377414.1",0.999999,"ARHGEF3"
"NM_001377413.1",1,"ARHGEF3"
"NM_001377415.1",1,"ARHGEF3"
"NR_046572.1",0.0558542,"ARHGEF3-AS1"
"NM_181727.2",0.979917,"SPATA12"
"NM_001318864.2",1,"IL17RD"
"XM_054346953.1",1,"IL17RD"
"NM_017563.5",1,"IL17RD"
"XM_054346952.1",1,"IL17RD"
"XR_007073529.1",0.580464,"LOC105377101"
"XM_054348269.1",0.849967,"HESX1"
"XM_054348270.1",0.911577,"HESX1"
"NR_164757.1",0.0501454,"HESX1"
"NM_003865.3",0.969754,"HESX1"
"XM_054346145.1",1,"APPL1"
"NM_001142733.3",1,"ASB14"
"NM_130387.5",0.999634,"ASB14"
"NR_135535.1",0.0123908,"LOC105377102"
"XM_054345309.1",1,"ASB14"
"XM_054345642.1",1,"DNAH12"
"NM_001366028.2",1,"DNAH12"
"XM_054345646.1",1,"DNAH12"
"XM_054345648.1",1,"DNAH12"
"XM_054345645.1",1,"DNAH12"
"XM_054345647.1",1,"DNAH12"
"XM_054345649.1",1,"DNAH12"
"XR_007074175.1",0.0759463,"LOC124906353"
"NM_198564.4",1,"DNAH12"
"NM_001322176.2",1,"PDE12"
"NM_177966.7",1,"PDE12"
"NM_001322177.2",1,"PDE12"
"NM_001660.4",0.933992,"ARF4"
"NR_132369.1",0.0349296,"ARF4-AS1"
"XR_008486678.1",1,"DENND6A"
"XM_054345651.1",1,"DENND6A"
"NR_135550.1",0.101187,"DENND6A-DT"
"XM_054347800.1",1,"SLMAP"
"NR_165328.1",1,"SLMAP"
"XM_054347801.1",1,"SLMAP"
"XM_054347823.1",1,"SLMAP"
"XM_054347824.1",1,"SLMAP"
"XM_054347822.1",1,"SLMAP"
"NM_001311178.2",1,"SLMAP"
"NM_001311179.2",0.999994,"SLMAP"
"NM_001377928.1",0.999677,"SLMAP"
"XM_054347826.1",1,"SLMAP"
"XR_007073534.1",0.0967758,"LOC105377103"
"XR_007073535.1",0.139497,"LOC105377104"
"NM_001164317.2",1,"FLNB"
"NR_135534.1",0.532439,"FLNB-AS1"
"XM_054348684.1",0.999999,"LOC124909485"
"NM_001256560.2",0.99997,"DNASE1L3"
"XR_007073537.1",0.0580689,"LOC107986091"
"XR_007073538.1",0.0558582,"LOC107986091"
"XR_007073536.1",0.0566262,"LOC107986091"
"XM_054347368.1",0.999998,"ABHD6"
"XM_054347371.1",0.999992,"ABHD6"
"XM_054347369.1",0.999999,"ABHD6"
"NM_001348713.1",0.721112,"HTD2"
"NM_001348712.2",0.797388,"HTD2"
"NR_146194.2",1,"PXK"
"NM_001349498.1",1,"PXK"
"XR_007073540.1",0.280323,"LOC105377106"
"NR_033384.2",1,"PDHB"
"XR_007073539.1",0.0792327,"LOC107986092"
"NM_001128214.2",0.999818,"KCTD6"
"XM_054345617.1",0.998551,"KCTD6"
"NM_153331.3",0.99952,"KCTD6"
"NM_003500.4",1,"ACOX2"
"XM_054348053.1",1,"ACOX2"
"XM_054348054.1",1,"ACOX2"
"XR_007073543.1",0.0652283,"LOC107984079"
"XR_007073542.1",0.0563055,"LOC107984079"
"NM_001282714.2",0.687027,"FAM107A"
"NM_001282713.2",0.668639,"FAM107A"
"NM_001076778.3",0.579845,"FAM107A"
"XR_007073541.1",0.0341902,"LOC107984079"
"NR_134853.1",0.146602,"FAM3D-AS1"
"XM_054345204.1",0.995596,"FAM3D"
"XM_054345209.1",0.951911,"FAM3D"
"XM_054345206.1",0.990926,"FAM3D"
"XM_054345203.1",0.994414,"FAM3D"
"XM_054345202.1",0.991345,"FAM3D"
"XM_054345210.1",0.955151,"FAM3D"
"XR_007073544.1",0.0937832,"LOC105377109"
"XR_008486670.1",1,"CFAP20DC"
"XR_008486675.1",1,"CFAP20DC"
"XR_008486673.1",1,"CFAP20DC"
"XR_008486669.1",1,"CFAP20DC"
"XR_008486674.1",1,"CFAP20DC"
"XR_008486671.1",1,"CFAP20DC"
"NM_198463.4",1,"CFAP20DC"
"XM_054345609.1",1,"CFAP20DC"
"XM_054345614.1",1,"CFAP20DC"
"XM_054345611.1",1,"CFAP20DC"
"XM_054345615.1",1,"CFAP20DC"
"XM_054345613.1",1,"CFAP20DC"
"XM_054345616.1",1,"CFAP20DC"
"NM_001351532.2",1,"CFAP20DC"
"XR_008486672.1",1,"CFAP20DC"
"XM_054345606.1",1,"CFAP20DC"
"NR_110820.1",0.0582347,"CFAP20DC-AS1"
